ID,CLASS,QUESTION,LEMMA,ANSWER,TAGSET
1741,이중전공,안녕하세요 조교님...!!이번 이중전공 신청기간에 이중전공을 신청한 편입생입니다. 원래는 일반적으로 이중전공은 1학년들이 2학기를 마치고 겨울에 배정되는것이 일반적이라고 들었는데요...이번엔 여름에 배정되는거잖아요. 그럼 이번 신청기간에 신청하는 사람들이 겨울에 배정받는 사람보다 상대적으로 적어서 인기있는과도 비교적 배정되기 쉽나요...?아니면 그만큼 티오가 적게 나와서 난이도는 비슷한가요??,안녕하세요 조교 님 ...!! 이번 이중전공 신청 기간 에 이중전공 을 신청 하 ㄴ 편입 생 이 ㅂ니다 . 원래 는 일반 적 으로 이중전공 은 1 학년 들 이 2 학기 를 마치 고 겨울 에 배정 되 는 것 이 일반 적 이 라고 듣 었 는데요 ... 이번 에 ㄴ 여름 에 배정 되 는 거 이 잖아요 . 그럼 이번 신청 기간 에 신청 하 는 사람 들 이 겨울 에 배정 받 는 사람 보다 상대 적 으로 적 어서 인기 있 는 과 도 비교 적 배정 되 기 쉽 나 요 ...? 아니 면 그만큼 티오 가 적 게 나오 어서 난이도 는 비슷 하 ㄴ가요 ??,,
1742,이중전공,"안녕하세요 조교님!저는 현재 2학년 1학기를 다니고 있는데요, 작년 겨울에 경영 시험에 떨어져서 부전공인 상태입니다. 그런데 이번 여름에 경영 시험 신청하는 시기를 놓쳐서요ㅠ만약 이번 기회를 놓치면 후기 이중전공으로밖에 못하는건가요??이중전공으로 올릴 수 있는 시기가 정확히 언제까지인가요?","안녕하세요 조교 님 ! 저 는 현재 2 학년 1 학기 를 다니 고 있 는데요 , 작년 겨울 에 경영 시험 에 떨어지 어서 부전공 이 ㄴ 상태 이 ㅂ니다 . 그런데 이번 여름 에 경영 시험 신청 하 는 시기 를 놓치 어서 이 요 ㅠ 만약 이번 기회 를 놓치 면 후기 이중전공 으로 밖에 못 하 는 거 이 ㄴ가요 ?? 이중전공 으로 올리 ㄹ 수 있 는 시기 가 정확히 언제 까지 이 ㄴ가요 ?",,
1743,이중전공,"조교님 안녕하세요. 4학년이라 슬슬 졸업준비를 해야하는 시기입니다. 각 학과별 졸업요건은 각 학과에 문의하는게 제일 정확하나요? 예를 들어, eicc를 이중전공하는 학생인데 이중생이면 토익점수만 넘으면 되는건가요?아니면 영어대 본전공생들처럼 한자난 한국어나 다른 제2외국어 점수가 필요한건가요?항상 감사드립니다.","조교 님 안녕하세요 . 4 학년 이 라 슬 슬 졸업 준비 를 하 어야 하 는 시기 이 ㅂ니다 . 각 학과 별 졸업 요건 은 각 학과 에 문의 하 는 것 이 제일 정확 하 나요 ? 예 를 들 어 , eicc 를 이중전공 하 는 학생 이 ㄴ데 이 중생 이 면 토익 점수 만 넘 으면 되 는 거 이 ㄴ가요 ? 아니 면 영어 대 본전 공생 들 처럼 한자 난 한국어 나 다른 제 2 외국어 점수 가 필요 하 ㄴ 거 이 ㄴ가요 ? 항상 감사 드리 ㅂ니다 .",,
1744,이중전공,안녕하세요! 조교님! 이번에 제가 경영을 부전공을 하고 다음학기 때 이중전공을 하고 싶습니다! 1. 부전공으로 이수했던 학점은 이중전공할 때 인정되는 건 지2. 경영학과가 글캠이랑 설캠 다 있는 데 이중전공과 부전공을 다 자신의 캠퍼스에서 다녀야 되는 건지도 궁금합니다!감사합니다:),안녕하세요 ! 조교 님 ! 이번 에 제가 경영 을 부전공 을 하 고 다음 학기 때 이중전공 을 하 고 싶 습니다 ! 1 . 부전공 으로 이수 하 었 던 학점 은 이중전공 하 ㄹ 때 인정 되 는 거 이 ㄴ 지 2 . 경영학과 가 글캠 이랑 설 캠 다 있 는 데 이중전공 과 부전공 을 다 자신 의 캠퍼스 에서 다니 어야 되 는 거 이 ㄴ지 도 궁금 하 ㅂ니다 ! 감사 하 ㅂ니다 : ),,
1745,이중전공,안녕하세요 조교님. 지금 이중전공 신청기간인데 경쟁률과 티오는 어떻게 확인하나요? 신청하는 곳에서는 아무리 눌러봐도 안나오더라고요. 따로 볼 수 있는 곳이 있나요? 아니면 신청기간 이후에 확인할 수 있는 건가요?,안녕하세요 조교 님 . 지금 이중전공 신청 기간 이 ㄴ데 경쟁 률 과 티오 는 어떻 게 확인 하 나요 ? 신청 하 는 곳 에서 는 아무리 누르 어 보 어도 안 나오 더라고요 . 따로 보 ㄹ 수 있 는 곳 이 있 나요 ? 아니면 신청 기간 이 후 에 확인 하 ㄹ 수 있 는 거 이 ㄴ가요 ?,,
1746,이중전공,안녕하세요! 학사공지에 1학년 2학기 재학생은 이중전공을 2지망 신청가능하다는데 신청페이지에서는 1지망부터 신청하게 되어있어요.. 그냥 1지망 신청하면 되는건가요?,안녕하세요 ! 학사 공지 에 1 학년 2 학기 재학 생 은 이중전공 을 2 지망 신청 가능 하 다는데 신청 페이지 에서 는 1 지망 부터 신청 하 게 되 어 있 어요 .. 그냥 1 지망 신청 하 면 되 는 거 이 ㄴ가요 ?,,
1747,부전공,안녕하세요. 조교님!자선을 부전공 과목으로 신청하는 것에 관해 문의드립니다. 이번 학기에 듣는 자선을 부전공으로 신청해야하는데 졸업 전에만 신청하면 되나요? 기간이 정해져 있는 것인지 궁금합니다!,안녕하세요 . 조교 님 ! 자선 을 부전공 과목 으로 신청 하 는 것 에 관해 문의 드리 ㅂ니다 . 이번 학기 에 듣 는 자선 을 부전공 으로 신청 하 어야 하 는데 졸업 전 에 만 신청 하 면 되 나요 ? 기간 이 정하 어 지 어 있 는 것 이 ㄴ지 궁금 하 ㅂ니다 !,,
1748,이중전공,안녕하세요 조교님:)이번 계절학기에 수강신청을 했는데전공 개설과목을 이중전공생이 수강해도 문제가 없을까요?,안녕하세요 조교 님 : ) 이번 계절 학기 에 수강 신청 을 하 었 는데 전공 개설 과목 을 이중전공 생 이 수강 하 어도 문제 가 없 을까요 ?,,
1749,이중전공,"조교님! 제가 현재 경제학부 이중전공 중인데,부전공으로 내릴 계획입니다.다만, 이중전공이 부전공에 비해서 전공 잡기가 더 편해다보니 최대한 이중으로 가지고 가다가 끝물에 부전으로 내리려고 하는데혹시 이런 생각에 오류나 제약이 있을까요?","조교 님 ! 제 가 현재 경제 학부 이중전공 중 이 ㄴ데 , 부전공 으로 내리 ㄹ 계획 이 ㅂ니다 . 다만 , 이중전공 이 부전공 에 비하 어서 전공 잡 기 가 더 편하 어 하 다 보 니 최대한 이중 으로 가지 고 가 다가 끝 물 에 부전 으로 내리 려고 하 는데 혹시 이런 생각 에 오류 나 제약 이 있 을까요 ?",,
1750,이중전공,조교님 이중전공 변경 기간에 변경 신청을 했는데 관련부서에 연락하면 변경 취소가 가능할까요?ㅠ 급하게 알아야하는데 시간도 늦었고 곧 주말이라 관련부서에 물어볼 수가 없어서 여쭤봅니다ㅠ,조교 님 이중전공 변경 기간 에 변경 신청 을 하 었 는데 관련 부서 에 연락 하 면 변경 취소 가 가능 하 ㄹ까요 ? ㅠ 급하 게 알 어야 하 는데 시간 도 늦 었 고 곧 주말 이 라 관련 부서 에 묻 어 보 ㄹ 수 가 없 어서 여쭈 어 보 ㅂ니다 ㅠ,,
1751,이중전공,"조교님 항상 수고 많으십니다.저는 올해 편입한 학생이구요, 이중전공 관련해서 질문이 몇가지 있습니다.1. 우선 경영 이중전공 희망하고 있는데 기준이 있더라구요. 제가 현재 영어성적도 없고 경영시험도 준비가 되어 있지 않아서 가능하다면 다음 신청 때 하고싶은데 그게 가능한가요? 4학년때 이중을 신청하고 추가학기를 다닐수가 있나요? 아니면 신청할 수 있는 기회가 이번 한번 뿐인가요?2. 제가 알기론 부전공은 이중전공과 달리 그냥 신청하면 다 되고, 학점 이수하면 되는건데 맞나요? 그럼 부전공으로 신청해서 학점 따고 나중에 후기이중으로 신청해서 이중전공변경할 수 있나요?제가 좀 두서 없이 말씀드린 것 같은데... 제가 아직 학사에 대해서 이해를 다 하고있지 못해서요ㅜㅜ 도와주세요ㅜㅜ감사합니다...","조교 님 항상 수고 많 으시 ㅂ니다 . 저 는 올해 편입 하 ㄴ 학생 이 구요 , 이중전공 관련 하 어서 질문 이 몇 가지 있 습니다 . 1 . 우선 경영 이중전공 희망 하 고 있 는 데 기준 이 있 더라구요 . 제 가 현재 영어 성적 도 없 고 경영 시험 도 준비 가 되 어 있 지 않 어서 가능 하 다면 다음 신청 때 하 고 싶 은데 그 게 가능 하 ㄴ가요 ? 4 학년 때 이중 을 신청 하 고 추가 학기 를 다니 ㄹ 수 가 있 나요 ? 아니 면 신청 하 ㄹ 수 있 는 기회 가 이번 한 번 뿐 이 ㄴ가요 ? 2 . 제 가 알 기 로 ㄴ 부전공 은 이중전공 과 달리 그냥 신청 하 면 다 되 고 , 학점 이수 하 면 되 는 거 이 ㄴ데 맞 나요 ? 그럼 부전공 으로 신청 하 어서 학점 따 고 나중 에 후기이중 으로 신청 하 어서 이중전공 변경 하 ㄹ 수 있 나요 ? 제 가 좀 두서 없이 말씀 드리 ㄴ 것 같 은데 ... 제 가 아직 학사 에 대하 어서 이해 를 다 하 고 있 지 못하 어서 요 ㅜㅜ 도와주 시 어요 ㅜㅜ 감사 하 ㅂ니다 ...",,
1752,부전공,조교님 안녕하세요 저는 13학번 4-1재학중입니다. 제가생각하는게 맞는지 궁금해서요. 제 학점상태는 (전공57/부전공30/교양27/실외5(교양외국어로 1개재수강했음)/자선3) 총 122학점 입니다. 부전공으로 졸업한다면 54/21/22/4/33 총 134로 알고있는데 각항목에서 초과된학점들은 자동 자선인가요? 그렇다면 저는 아무거나 12학점 채우면되는건가요?,조교 님 안녕하세요 저 는 13 학번 4 - 1 재학 중 이 ㅂ니다 . 제 가 생각 하 는 것 이 맞 는지 궁금 하 어서 요 . 저 의 학점 상태 는 ( 전공 57 / 부전공 30 / 교양 27 / 실 외 5 ( 교양 외국어 로 1 개 재 수강 하 었 음 ) / 자선 3 ) 총 122 학점 이 ㅂ니다 . 부전공 으로 졸업 하 ㄴ다면 54 / 21 / 22 / 4 / 33 총 134 로 알 고 있 는데 각 항목 에서 초과 되 ㄴ 학점 듣 은 자동 자선 이 ㄴ가요 ? 그렇 다면 저 는 아무 거 나 12 학점 채우 면 되 는 거 이 ㄴ가요 ?,,
1753,이중전공,"조교님 안녕하세요. 수고가 많으십니다:) 저는 이중전공으로 eicc를 수강하고 있는 학생인데, 전공으로 인정되는 전공교양 목록은 어디서 찾을 수 있는건가요?","조교 님 안녕하세요 . 수고 가 많 으시 ㅂ니다 : ) 저 는 이중전공 으로 eicc 를 수강 하 고 있 는 학생 이 ㄴ데 , 전공 으로 인정 되 는 전공 교양 목록 은 어디 서 찾 을 수 있 는 거 이 ㄴ가요 ?",,
1754,이중전공,이번에 이중전공을 신청하려고 합니다.1. 34학점 이상이 되어야 유리하다고 하는데 제가 지금 31학점 입니다. 경제학과 같은 경우 이중 신청 시 시험도 본다고 했는데 시험 잘 봐서 부족 학점을 커버할 수 있을까요ㅠ?2. 이번에 계절학기를 들어서 34이상으로 만들면 이중전공 신청시 학점으로 인정되나요?감사합니다!,이번 에 이중전공 을 신청 하 려고 하 ㅂ니다 . 1 . 34 학점 이상 이 되 어야 유리 하 다고 하 는데 제 가 지금 31 학점 이 ㅂ니다 . 경제학 과 같 은 경우 이 중 신청 시 시험 도 보 ㄴ다고 하 었 는데 시험 잘 보 어서 부족 학점 을 커버 하 ㄹ 수 있 을까요 ㅠ ? 2 . 이번 에 계절 학기 를 들 어서 34 이상 으로 만들 면 이중전공 신청 시 학점 으로 인정 되 나요 ? 감사 하 ㅂ니다 !,,
1755,이중전공,여쭤볼게 있어 글써욯ㅎㅎ제가 지금 3헉년 1학기인데 이중전공을 신청하고 싶습니다근데 아직 신청을 안했는데미리 이중전공할 학과의 전공 수업을 들어도 이중전공 학점으로 인정이 되나요??,여쭈 어 보 ㄹ게 있 어 글써욯 ㅎㅎ 제 가 지금 3헉 년 1 학기 이 ㄴ 데 이중전공 을 신청 하 고 싶 습니다 근데 아직 신청 을 안 하 었 는데 미리 이중전공 하 ㄹ 학과 의 전공 수업 을 듣 어도 이중전공 학점 으로 인정 이 되 나요 ??,,
1756,이중전공,조교님 항상 수고가 많으십니다..다른이 아니라 제가 이중전공을 변경하려고하는데 처음 선택했던 A전공을 1학년 2학기말이 아닌 2학년 1학기말에 신청을 했습니다. 그리고 1년후 B전공으로 이중전공변경신청을 하려했으나 제가 이미 변경이력이 있다고 신청이 안됐고요.. 학종지에 가서 여쭤보니 3학기 이후에 신청한건 무조건 변경으로 남는다고하는데 혹시 수강편람에 이러한 내용이 있나요?변경한적이없는데 변경했다고 하는건 말이 안되잖아요... 이제 변경은 무조건 부전공이나 전공심화밖에안되는건가요,조교 님 항상 수고 가 많 으시 ㅂ니다 .. 다른 이 아니 라 제가 이중전공 을 변경 하 려고 하 는데 처음 선택 하 었 던 A 전공 을 1 학년 2 학기 말 이 아니 ㄴ 2 학년 1 학기 말 에 신청 을 하 었 습니다 . 그리고 1 년 후 B 전공 으로 이중전공 변경 신청 을 하 려 하 었 으나 제가 이미 변경 이력 이 있 다고 신청 이 안 되 었 고요 .. 학종지 에 가 어서 여쭈 어 보 니 3 학기 이후 에 신청 하 ㄴ 거 ㄴ 무조건 변경 으로 남 는다고 하 는데 혹시 수강편람 에 이러 하 ㄴ 내용 이 있 나요 ? 변경 하 ㄴ 적 이 없 는데 변경 하 었 다고 하 는 거 ㄴ 말 이 안 되 잖아요 ... 이제 변경 은 무조건 부전공 이나 전공심화 밖에 안 되 는 거 이 ㄴ가 요,,
1757,부전공,안녕하세요. 본전공+전공심화(부전공은 안해요) 이면 전공심화 학점은 전공학점에서만 채워야 하는거 맞나요?,안녕하세요 . 본 전공 + 전공심화 ( 부전공 은 안 하 어요 ) 이면 전공심화 학점 은 전공 학점 에서 만 채우 어야 하 는 거 맞 나요 ?,,
1758,이중전공,"조교님! 이중전공에 재수강을 해야 하는 과목이 있는데, 이중전공 취소를 하면 이후에 그 과목 재수강 못 하나요? 안고 가야 해요? 감사합니다","조교 님 ! 이중전공 에 재수강 을 하 어야 하 는 과목 이 있 는데 , 이중전공 취소 를 하면 이후 에 그 과목 재수강 못 하 나요 ? 안고 가 어야 하 어요 ? 감사 하 ㅂ니다",,
1759,이중전공,"안녕하세요 조교님!현재 7학기를 이수중이고, 9학기 졸업을 생각하고 있는 학생입니다.다름이 아니라, 현재 경영학을 이중전공으로 하고 있는데 부전공으로 내리려고 합니다.이때, 부전공일 때의 학점을 모두 이수한 다음에, 졸업직전에 부전공으로 바꾸고 싶은데 괜찮을까요?학종지에 직접 가서 제출해야 하는 서류는 없는 걸까요?제 계획은 아래와 같습니다!7학기 - 경영학 이중전공8학기 - 부전공 졸업요건을 맞추기 위해 학점 이수9학기 - 부전공 졸업요건을 맞추기 위해 학점 이수 + 이중전공을 부전공으로 변경감사합니다!","안녕하세요 조교 님 ! 현재 7 학기 를 이수 중 이 고 , 9 학기 졸업 을 생각 하 고 있 는 학생 이 ㅂ니다 . 다르 ㅁ 이 아니 라 , 현재 경영학 을 이중전공 으로 하 고 있 는 데 부전공 으로 내리 려고 하 ㅂ니다 . 이 때 , 부전공 일 ㄹ 때 의 학점 을 모두 이수한 다음 에 , 졸업 직전 에 부전공 으로 바꾸 고 싶 은데 괜찮 을까요 ? 학종지 에 직접 가 어서 제출 하 어야 하 는 서류 는 없 는 거 이 ㄹ까요 ? 저 의 계획 은 아래 와 같 습니다 ! 7 학기 - 경영학 이중전공 8 학기 - 부전공 졸업 요건 을 맞추 기 위하 어 학점 이 수 9 학기 - 부전공 졸업 요건 을 맞추 기 위하 어 학점 이 수 + 이중전공 을 부전공 으로 변경 감사 하 ㅂ니다 !",,
1760,이중전공,"조교님 안녕하세요! 후기 이중전공 관련하여 글을 남깁니다.현재 6학기째이고 다음학기가 7학기째입니다. 현재 하고 있는 이중전공을 오는 7월에 다른 부전공으로 바꾼뒤 후기 이중전공으로 올릴 예정입니다.후기이중전공에 대해 알아보니 8학기때 까지 들어야하는 학점을 모두 들어야지 학교측에서 후기 이중전공을 승인해준다는 조교님의 답변을 보았습니다.여기서 ‘8학기때까지 들어야하는 학점은 몇학점’인지요? 전공/부전공/교양/ 등등 으로 나눠서 알려주시면 감사하겠습니다. 참고로 저는 14학번입니다(이중전공 54학점이수) 부전공 이수 기준으로, 전공 54 부전공 21 교양 26 이 맞나요? ( 나머지 학점은 후기이중으로 채울 예정이니까요 )","조교 님 안녕하세요 ! 후기 이중전공 관련 하 어 글 을 남기 ㅂ니다 . 현재 6 학기 째 이 고 다음 학기 가 7 학기 째 이 ㅂ니다 . 현재 하 고 있 는 이중전공 을 오 는 7 월 에 다른 부전공 으로 바꾸 ㄴ 뒤 후기 이중전공 으로 올리 ㄹ 예정 이 ㅂ니다 . 후기 이중 전공 에 대하 어 알아보 니 8 학기 때 까지 들 어야 하 는 학점 을 모두 듣 어야지 학교 측 에서 후기 이중전공 을 승인 하 어 주 ㄴ다는 조교 님 의 답변 을 보 었 습니다 . 여기 서 ‘ 8 학기 때 까지 들 어야 하 는 학점 은 몇 학점 ’ 이 ㄴ지요 ? 전공 / 부전공 / 교양 / 등등 으로 나누 어서 알리 어 주 시 면 감사 하 겠 습니다 . 참고 로 저 는 14 학번 이 ㅂ니다 ( 이중전공 54 학점 이 수 ) 부전공 이 수 기준 으로 , 전공 54 부전공 21 교양 26 이 맞 나요 ? ( 나머지 학점 은 후기 이중 으로 채우 ㄹ 예정 이 니까요 )",,
1761,부전공,조교님 ! 부전공신청기간은 언제인가요?,조교 님 ! 부전공 신청 기간 은 언제 이 ㄴ가요 ?,,
1762,이중전공,조교님 안녕하세요!저는 경영학 부전공 하는 학생인데 처음에 이중전공 시험 떨어져서 부전공 되고 학교에서 전공심화 아닌 부전공 생기면서 그거 신청했는데 이중 변경 신청이 불가능한가요?,조교 님 안녕 하 시 어요 ! 저 는 경영학 부전공 하 는 학생 이 ㄴ데 처음 에 이중전공 시험 떨어지 어서 부전공 되 고 학교 에서 전공심화 아니 ㄴ 부전공 생기 면서 그거 신청 하 었 는데 이 중 변경 신청 이 불 가능 하 ㄴ가요 ?,,
1763,이중전공,조교님!!제가 이중전공을 원래 다른걸 하다가 미컴 부전으로 바꾸고싶어서 들어가봤는데제가 하고싶은 방송 뉴미디어 전공은 안뜨더라고요그건 그냥 티오가 안나서 그런건가요??오늘까지던데 부전공으로도 방송뉴미디어로못바구나요??,조교 님 !! 제가 이중전공 을 원래 다른 거 ㄹ 하 다가 미 컴 부 전 으로 바꾸 고 싶 어서 들어가 어 보 었 는데 제 가 하 고 싶 은 방송 뉴 미디어 전공 은 안뜨더라고요 그거 ㄴ 그냥 티오 가 안 나 어서 그렇 ㄴ 거 이 ㄴ가요 ?? 오늘 까지 던데 부전공 으로 도 방송뉴미디어로못바구 나요 ??,,
1764,이중전공,지금 2학년1학기 다니고 있는데요이중전공 변경안하고 그대로 뒀다가2학년2학기 11월에 해도 되는거죠?,지금 2 학년 1 학기 다니 고 있 는데요 이중전공 변경 안 하 고 그대로 두 었 다가 2 학년 2 학기 11 월 에 해도 되 는 거 이 죠 ?,,
1765,이중전공,"조교님!몇가지 질문이 있어 드립니다.1. 7월에 부전공을 변경하려고 합니다. 수강편람을 보니 부전공도 있고, 부전공+전공심화도 있던데 부전공은 전공54 + 부전공21 이고, 전공심화는 전공75 + 부전공21 이었습니다. 그런데, 둘의 최종 합계가 134 이더군요 ( 교양 26 ) . 그렇다면 , 부전공에는 전공 54 + 부전공21 , 그리고 나머지 학점은 자선으로 채워야 하는건가요? 2. 자선의 범위는 교양에만 해당 되나요 , 아니면 다른 학과도 되는건가요? 예를 들어, 제가 글로벌에 국제대에 있는과라고 하면, 서울에 있는 다른과에 수업도 수강이 가능한건가요?3. 기존에 이중전공이 있었는데, 다른 부전공으로 내리려 합니다. 이때 기존에 들었던 이중전공 수업은 자선으로 빠지는 것인지요?4. 이건 정답은 없지만 , 그냥 여쭤 보는 것인데 부전공 / 부전공+전공심화를 골라야 하는데 , 기존에 이중전공을 들어놓은게 자선으로 빠진다면( 12학점 ) , 부전공을 골라서 채워야하는 자선 학점량을 줄여서 졸업을 조금 더 빨리할 수 있는게 맞는지 궁금합니다.","조교 님 ! 몇 가지 질문 이 있 어 드리 ㅂ니다 . 1 . 7월 에 부전공 을 변경 하 려고 하 ㅂ니다 . 수강편람 을 보니 부전공 도 있 고 , 부전공 + 전공심화 도 있 던데 부전공 은 전공 54 + 부전공 21 이 고 , 전공심화 는 전공 75 + 부전공 21 이 었 습니다 . 그런데 , 둘 의 최종 합계 가 134 이 더군요 ( 교양 26 ) . 그렇 다면 , 부전공 에 는 전공 54 + 부전공 21 , 그리고 나머지 학점 은 자선 으로 채우 어야 하 는 거 이 ㄴ가요 ? 2 . 자선 의 범위 는 교양 에 만 해당 되 나요 , 아니 면 다른 학과 도 되 는 거 이 ㄴ가요 ? 예 를 들 어 , 제가 글로벌 에 국제 대 에 있 는 과 이 라고 하 면 , 서울 에 있 는 다른 과 에 수업 도 수강 이 가능 하 ㄴ 거 이 ㄴ가요 ? 3 . 기존 에 이중전공 이 있 었 는데 , 다른 부전공 으로 내리 려 하 ㅂ니다 . 이때 기존 에 들 었 던 이중전공 수업 은 자선 으로 빠지 는 것 이 ㄴ지요 ? 4 . 이거 ㄴ 정답 은 없 지만 , 그냥 여쭈 어 보 는 것 이 ㄴ 데 부전공 / 부전공 + 전공심화 를 고르 어야 하 는데 , 기존 에 이중전공 을 들 어 놓 은 것 이 자 선 으로 빠지 ㄴ다면 ( 12 학점 ) , 부전공 을 고르 어서 채우 어야 하 는 자선 학점 량 을 줄이 어서 졸업 을 조금 더 빨리 하 ㄹ 수 있 는 것 이 맞 는지 궁금 하 ㅂ니다 .",,
1766,이중전공,안녕하세요 조교님 경영 이중전공생입니다이중전공이 경영인 학생이 이번 여름 계절에 경영학부 1학년 경영통계 수업을 신청할 수 있나요?,안녕하세요 조교 님 경영 이중전공 생 이 ㅂ니다 이중전공 이 경영인 학생 이 이번 여름 계절 에 경영 학부 1 학년 경영 통계 수업 을 신청 하 ㄹ 수 있 나요 ?,,
1767,이중전공,"조교님 안녕하세요다른 글들을 보니 참 친절하게 답변해주시네요이중전공 변경 관련해서 여쭤 봅니다1. 1학년 신청 기회를 놓쳐 부전공신청후 이중전공으로 올렸습니다. 이 상황에서 다른 이중전공으로 변경이 안되는거지요? ( 다른 글들 댓글 달아주신걸 봤는데, 혹시나해서 한번더 여쭤봅니다 )2. 전공 자체의 변경을 원한다면 이중전공이 아니라 부전공으로 해야 할텐데,  그렇게 변경할수 있는게 1,7월이 맞는지요? ( 이것도 한번더 확실히 하려 여쭈어 봅니다) 3. 이게 진짜 질문인데, 제가 경영이중을 하고 있는데 행정 부전공을 하고 싶다면, 경영이중에서 경영부전으로 내리고, 내린상태에서 다시 행정부전으로 바꿔야 하나요?아니면 경영이중에서 바로 행정부전으로 내릴수 있는건가요? 답변 주시면 감사하겠습니다","조교 님 안녕하세요 다른 글 들 을 보 니 참 친절 하 게 답변 하 어 주 시 네요 이중전공 변경 관련 하 어서 여쭈 어 보 ㅂ니다 1 . 1 학년 신청 기회 를 놓치 어 부전공 신청 후 이중전공 으로 올리 었 습니다 . 이 상황 에서 다른 이중전공 으로 변경 이 안 되 는 거 이 지요 ? ( 다른 글 들 댓글 달 어 주 시 ㄴ 거 ㄹ 보 었 는데 , 혹시나 하 어서 한 번 더 여쭈 어 보 ㅂ니다 ) 2 . 전공 자체 의 변경 을 원하 ㄴ다면 이중전공 이 아니 라 부전공 으로 하 어야 하 ㄹ 터 이 ㄴ데 , 그렇 게 변경 하 ㄹ 수 있 는 것 이 1,7월 이 맞 는지 이 오 ? ( 이것 도 한 번 더 확실히 하 려 여쭈 어 보 ㅂ니다 ) 3 . 이 게 진짜 질문 이 ㄴ데 , 제가 경영 이 중 을 하 고 있 는데 행정 부전공 을 하 고 싶 다면 , 경영 이 중 에서 경영 부전 으로 내리 고 , 내리 ㄴ 상태 에서 다시 행정부 전 으로 바꾸 어야 하 나요 ? 아니 면 경영 이 중 에서 바로 행정부 전 으로 내리 ㄹ 수 있 는 거 이 ㄴ가요 ? 답변 주 시 면 감사 하 겠 습니다",,
1768,이중전공,안녕하세요 조교님 19글캠신입생입니다글캠에서 설캠으로 이중전공하는 것이 목표입니다.설캠 각 과마다 이중전공 경쟁률이나 학점컷을 알 수 있나요? 덧붙여서 전과 경쟁률이나 학점컷도 알 수 있을까요??,안녕하세요 조교 님 19글캠신입생입니다글캠 에서 설캠 으로 이중전공 하 는 것 이 목표 이 ㅂ니다 . 설 캠 각 과 마다 이중전공 경쟁 률 이나 학점 컷 을 알 ㄹ 수 있 나요 ? 덧붙이 어서 전 과 경쟁 률 이나 학점 컷 도 알 ㄹ 수 있 을까요 ??,,
1769,부전공,부전공포기하고 전공만 하면 부전공이였던거 재수강안되나여???,부전공 포기 하 고 전공 만 하면 부전공 이 이 었 던 거 재 수강 안 되 나 여 ???,,
1770,부전공,"안녕하세요 조교님! 현재 2-1학기 다니고 있는 학생입니다. 1학년때 이중 신청했다가 떨어져서 부전공중인데요, 이중변경신청은 딱 한번밖에 안되는건가요? 한번이면 다음에 학점 높이고 신청하려구요...ㅠㅠㅠ","안녕하세요 조교 님 ! 현재 2 - 1 학기 다니 고 있 는 학생 이 ㅂ니다 . 1 학년 때 이중 신청 하 었 다가 떨어지 어서 부전공 중 이 ㄴ데요 , 이중 변경 신청 은 딱 한 번 밖에 안 되 는 거 이 ㄴ가요 ? 한 번 이 면 다음 에 학점 높이 고 신청 하 려구요 ... ㅠㅠㅠ",,
1771,이중전공,"조교님 안녕하세요!제가 이번에 이중전공을 변경하려고 하는데, 이후에 변경한 이중전공을 또 부전공으로 변경하는게 가능할까요?","조교 님 안녕 하 시 어요 ! 제 가 이번 에 이중전공 을 변경 하 려고 하 는데 , 이후 에 변경 하 ㄴ 이중전공 을 또 부전공 으로 변경 하 는 것 이 가능 하 ㄹ까요 ?",,
1772,이중전공,안녕하세요 조교님!저는 국제금융학과를 이중전공으로 하고 있습니다. 2016년도 겨울과 2017년도 여름에 계절학기로 서울캠퍼스에 개설된 강좌 중 국제금융학과로 인정되는 수업들 하나씩 들었습니다.아직 이 두 수업을 국제금융으로 옮기지 않아서 자선으로 분류돼있습니다.혹시 지금이라도 옮길 수 있나요?옮기려면 어떻게 해야하나요?,안녕하세요 조교 님 ! 저 는 국제 금융 학과 를 이중전공 으로 하 고 있 습니다 . 2016년 도 겨울 과 2017년 도 여름 에 계절 학기 로 서울 캠퍼스 에 개설 되 ㄴ 강좌 중 국제 금융 학과 로 인정 되 는 수업 들 하나 씩 들 었 습니다 . 아직 이 두 수업 을 국제 금융 으로 옮기 지 않 어서 자선 으로 분류 되 어 있 습니다 . 혹시 지금 이 라도 옮기 ㄹ 수 있 나요 ? 옮기 려면 어떻 게 하 어야 하 나요 ?,,
1773,이중전공,조교님 안녕하세요?질문이 있습니다.1. 혹시 지금 이중변경기간 동안A이중전공을 B부전공으로 내린다음2. B부전공을 추후에 이중전공으로 올리는 게 가능하나요??감사합니다.,조교 님 안녕하세요 ? 질문 이 있 습니다 . 1 . 혹시 지금 이 중 변경 기간 동안 A 이중전공 을 B 부전공 으로 내리 ㄴ 다음 2 . B 부전공 을 추후 에 이중전공 으로 올리 는 것 이 가능하 나요 ?? 감사 하 ㅂ니다 .,,
