,내용,댓글,댓글쓴이,대댓글여부,id
642,부전공으로 듣다가 나중에 이중으로 올리면 부전때 들었던거 이중전공학점으로 인정되죠?,['네'],['익명'],['parent'],39427470
643,안녕하세요 일단 저는 글캠 학생입니다.제가 설캠에서 이중을 듣고 있는데 이번 이중변경 기간에 글캠에 있는 과로 바꿀까 합니다. 이렇게 이중전공을 변경한다면 설캠에서 들었던 학점은 자선으로 처리 되나요 아니면 이중전공 학점에 그대로 남아있나요..?,"['자선처리됩니다', '감사합니다!!']","['익명', '익명(글쓴이)']","['parent', 'child']",39163387
644,영미문학번역 이중전공생인데 혹시 이중전공생도 잉존 여러번 채워야하는 그런거 있어?,,[],,38843706
645,이중전공 신청 조건같은거 어디서 확인할수있나요?? 공통 조건 말고 학과별 조건이요..,['학과 홈피'],['익명'],['parent'],38444269
646,국제학부로 이중전공 변경하려면학점이 몇정도 되야하는지 아시는 분 혹시 있을까요???ㅠㅠㅠ,"['3.8정도인걸로 알고이썽요', '감사합니다!!  이중 신청말구 이중전공 변경신청일때두요??!', '음 그건 티오마다 다르지 않나요?!!?', '아...그렇군요!ㅠ 감사합니다!!', '근데 일단 티오가 나야할텐데....']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)', '(알수없음)']","['parent', 'child', 'child', 'child', 'parent']",37228304
647,17-1학기만하고 휴학했습니다이번학기 복학 신청했는데 ... 이중전공은 이번학기 끝나고 하는건가요?이중전공 신청은 34학점 이상이여야하는데이번 학기 수강신청을 전공모두 재수강으로 했어요 ㅜ 학점이 부족하니까 18-2학기때 이중전공 신청 가능할까요...,"['이중전공은 이번학기 끝나고 하는 거 맞아요! 이중전공 신청은 되는데 인기학과는 학점이 모자라서 안 될 수도 있어요...! 미달인 과는 됩니다', '그럼 2학기때 해도 될까요ㅠㅠ', '네! 2학기 때 하셔도 돼요!', '전과도 혹시 가능한지 알고계시나요ㅠㅠ?!', '전과는 1학년 끝나고 하는 거라서 아마 하시려면 한 학기 더 쉬셔야 할 거에요...! 매년 겨울에 전과 공고가 올라오기 때문이에요!']","['익명', '(알수없음)', '익명', '(알수없음)', '익명']","['parent', 'child', 'child', 'child', 'child']",37142026
648,부전공과 이중전공이 사회 나가서 큰 차이를 보일까요? 무리해서라도 이중전공이 나을려나요?,"['취업할 때부터 차이나염  부전공 아예 안쳐줍니당', '이중전공 관련 일 할거면 훨씬 이득. 이중전공 별로 안본다고 하더래도 학위 하나 있는게 보험같은거죠ㅋㅋ']","['익명', '익명']","['parent', 'parent']",36949745
649,제가 이중전공이 언론 정보인데 광고 pr로 바꾸고싶은데 혹시 같은 학부내의 이중전공 변동 자유로운가요ㅠㅠ? 아니면 원칙대로 이중전공 변경 신청을 해야하나요?,['원칙대로입니다'],['익명'],['parent'],36938707
650,이중전공은 학부공통 전공필수를 들을 수 없나요...??이거 졸업 전필이던데 ㅠㅠ,"['아마 2학기 때 이중생 전공강의가 열리지 않을까요? 저도 그래서 일단 영어학개론만 했어요!', '글쿤요.. 댓글 감사합니다♥️']","['익명', '(알수없음)']","['parent', 'child']",36878487
651,전자공 이중생입니다이번이 1학년 과목(공학기초설계)을 들을려고 했는데 장바구니에 안담겨지네요ㅠㅠㅠ이 과목은 이중생이 들으면 안된다던지 그런 말도 못봤는데...혹시 전자공 이중 하시는분중에 공학기초설계 들으시려는분 어떻게 신청하실건지좀 알려주실수 있나요?ㅠㅠ,,[],,36843790
652,1학년 1학기에 휴학햇는데 이중전공 변경기간에 신청하라는데그게 언제인가요? 이중전공 신청안되면 자율선택으로 들어야 하나요? ㅠㅠㅠ,"['이중전공 신청하기 전까지 자선으로 떠있을거고 신청된 이후에 전공학점으로 바꿀 수 있어요 신청기간은 학사공지 찾아보시면 있습니다', '정말 감사합니다 저를 살려주셨어요~']","['(알수없음)', '익명(글쓴이)']","['parent', 'child']",36768387
653,컴퓨터.전자시스템 이중전공자 혹은 잘 아시는분 도와주세요1.컴퓨터.전자시스템공학 = 컴퓨터공학이 맞나요??2.에타 파이썬 프로그래밍 강의평에 있는것처럼 컴전학부 1학년 b반 같은거는 이중전공자는 수강신청 못하나요?3.컴.전 이중전공하는사람은 본 전공이 공대가 아니여도 공대 공통수업 수강할수있나요,"['컴전 != 컴공 , 컴공 + 디정 공대 공통은 무슨 수업을 듣던 공대모든 과 전공 인정']",['(알수없음)'],['parent'],36591344
654,영어대 중 하나 전공하고 있는데 eicc 이중전공하면 교류 목록은 아예 못 듣는건가요?,"['들을 수 있음 만약 영문+영통이면 당연히 영어과 교류 들을 수 있고 심지어 영통1전공꺼 교류도 들을 수 있음 다만 이 경우는 동일한 수업이 이중으로도 열렸을 때만 가능', '친절한 답변 감사합니다ㅠㅠ근데 교류 목록에 있는 수업을 들으면 이중으로 인정되는 것이 아니라 1전공으로 인정되는거 아닌가용?ㅠㅠ 그리고 영통 1전공 교류를 들을수있다는게 무슨 말인가요?', 'ㅈㅅ 말을 헷갈리게 했음. 그니까 이중에는 없는 영통 일전공수업(예를 들어 문학번역) 들을 수 있음(팩트) 근데 하필 이 수업이(문학번역)이 교류수업이면 수강신청할때 1전공 교류로 인정되는데 이건 학종지 가서 이중으로 바꾸면 됨', '와 진짜 감사합니다ㅠㅠㅠ 그럼 굳이 이중(부) 써있는 것 중에 선택해서 이중들을 필요 없겠네요??', '넵 대신 이중이랑 겹치는 과목인지 확인해야죠']","['(알수없음)', '익명(글쓴이)', '(알수없음)', '익명(글쓴이)', '(알수없음)']","['parent', 'child', 'child', 'child', 'child']",36567376
655,혹시 전과해서 이중전공 삭제 되신 분들이거 연락 받으신 분 계세요?,"['네 전화왔어요', '언제쯤 왔나요? 뭐라고 했어요? ㅠㅠ 저 전화가 안오네요ㅠㅠ', '해당자만 연락한다고 했는데 해당자가 아닌거 아닌가요?  설캠은 연락 다 돌렸다고 하던데 아침에 못받아서 오후에 왔는데 제가 마지막이라고 했는디', '해당자에요ㅠㅠ 글캠이라 연락이 그런가봐유 ㅠㅠ', '아침 10시 넘어서 연락왔구요 이메일로 이중전공 혹은 부전공 희망과 보내달라고 하셨어요 단 학과전형이 따로 있는 학과의 경우엔 이중전공 변경 기간 때 신청해야 된다고 안내 받았습니다', '글캠의 행정이 또 여기서 드러나는걸지도 모르겠네요', 'ㅠㅠ 감사합니다!!', '전화해보니 담당자분이 그런 공지 뜬 거 자체도 모르고 계시고 그냥 변경기간에 신청하라네요 에휴...', '저도글캠인데안왔어요ㅠㅠㅠ']","['(알수없음)', '익명(글쓴이)', '익명', '익명(글쓴이)', '(알수없음)', '(알수없음)', '익명(글쓴이)', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'child', 'child', 'child', 'child', 'child', 'parent']",36563490
656,미컴 이중전공인데 세부전공 전필 말고도 미컴학부 2학년 전필도 들어야되눈건가요,,[],,36475205
657,이중전공도 전필 들어야하나요?,,[],,36442648
658,이중 혼자 신청한 거라 아는 사람 없어서 단톡 못들어가는데 괜찮겠지?ㅠ,['뭔 단톡'],['(알수없음)'],['parent'],36341020
659,국제금융 이중전공하는데 설캠으로 전공교류과목 들으러 가시는분..?? 경제학원론은 왜 설캠에만 있다요오 흐규...,['못들음 서울수업'],['익명'],['parent'],36328995
660,"오늘 부전공 신청 마감인데, 1전공 경영이고 현재 중국지역학 이중전공 중인데 베트남어 부전공으로 돌리는거 어떻게 생각하시나요 ㅜㅜ 이미 중국지역학 12학점 들어놓긴 했는데 이수학점에는 둘 다 지장 없습니다. 요새 베트남어가 너무 쎈거 같아서 ㅜㅜ",['어차피 본전공도아니고 심지어 이중전공도 아니고 부전공인데 의미없어보임 그냥하던거해서 제 때 졸업하는게 나을듯요'],['익명'],['parent'],36279373
661,만약 전과한 과랑 이중배정받은 과랑 똑같으면 어떡하나요...!,"['이 게시판에 아래에 같은 내용 있습니다', '댓글이 안달려있어서요...ㅠㅠ', '이중 취소 되지 않을까요', '이중 새로 신청해서 배정받는 걸로 알고 있어요', '아 전과한 학생들만요???', '공지에 다 나와있는데']","['(알수없음)', '익명(글쓴이)', '익명', '(알수없음)', '익명(글쓴이)', '익명']","['parent', 'child', 'parent', 'parent', 'child', 'parent']",36273694
662,부전공 a를 하다가 이중전공 b로 바꿀수 있나여,"['안될껄? 이중으로 못올려', '바꿀수있어 이중전공변경신청기간에 바꾸면되']","['익명', '익명']","['parent', 'parent']",36237937
663,이중전공 붙은과랑 전과 된 과랑 다르면 이중전공 그대로 들을 수 있나요??,,[],,36155143
664,이중전공 붙은 과랑 전과 붙은 과가 같으면 이중전공 언제 변경 해요?,"['삭제된 댓글입니다.', '감사합니다', '어디과 지원하셨나여?']","['(삭제)', '익명(글쓴이)', '익명']","['parent', 'child', 'parent']",36146223
665,이중전공 시간표 짤려고 하는데 국제학부랑 국제학전공이랑 차이 뭔지 아시는 분???,"['국제학부 붙으면 국제학 전공도 같이 듣는거에요!!둘다 그냥 국제학부라고 보시면 되요', '감사합니다!!!', '헐 저도 국제학부 붙었는데... 제가 찾아봤는데 잘 모르겠어서 그런데ㅠㅠㅠㅠㅠㅠ 이중전공 수업은 뭐 들어야하는지 아시나요....????????']","['(알수없음)', '(알수없음)', '익명']","['parent', 'child', 'parent']",36129780
666,이중 경영 회계원리 많이 어렵나요?,,[],,36105842
667,이중 결과 나온 과 있나요?? 있다면 어디인지 알려주실 수 있을까요??,,[],,36058678
668,나는 이중전공보다 부전공하면서 내가 듣고 싶은 교양 다 듣고 타과 수업도 듣고 그러고 싶은데.. 꼭 이중전공해야하나..?,['그냥 부전공하고 다양한거 듣고 하고싶은거 해도 괜찮지!!!'],['익명'],['parent'],36036410
669,정외 이중 아직 결과 안 났죠....?,"['네넹', '감사합니다!']","['익명', '익명(글쓴이)']","['parent', 'child']",36020759
670,이중전공되면 그거 부전공으로 어떻게 바꾸나요?전공심화를 해야해서.과사에 전화해서 이중전공 탈락 시켜달라고 하면 해줄까요?,"['부전공 신청기간에 부전으로 내리면 됩니다', '고마워요']","['익명', '익명(글쓴이)']","['parent', 'child']",36009575
671,"미컴 이중 몇 점 정도면 안정권일까요,?",['4'],['익명'],['parent'],35881008
672,3.91 / 19학점미컴 방영뉴 이중될까요...?,"['삭제된 댓글입니다.', '아뇨 둘다요!']","['(삭제)', '익명(글쓴이)']","['parent', 'child']",35485737
673,ㅇㄴ 국통이중전공시험 결과 언제뜨냐 시간표를못짜고있네,"['언제나옴?', '학과장님이 작업중임  엑셀로 작업하고 계심 ㅋ', '헐 그러면 조만간 나옴??? 아 어떧해 떨어지면 자살', '학점 포함해서 작업중이신건가요?', '학과자체 공지안할껄  학종지에서 모든과 배정끝나면 일괄공지할꺼임', '어제 학종지에서 성적자료 학과로 넘어온걸로 앎', '헐 댓글 보니까 도키도키하다']","['(알수없음)', '익명', '익명(글쓴이)', '(알수없음)', '익명', '익명', '익명']","['parent', 'parent', 'child', 'child', 'child', 'child', 'child']",35346498
674,서양어 중 1부전공으로 한 거면  이중전공으로 한 거에 비해 디메릿이 많이 커?언어에 큰 뜻도 재능도 없고 본 전공도 상경이라 전공심화하는 게 내 진로에 더 나은 것 같아서 걍 부전공하려는데,,[],,35206856
675,이중 정외 면접 질문 어떤거 물어보나요...?? 혹시 아시는 분 있으시면 공유 가능하실까요ㅠㅡㅠ,,[],,35074588
676,국통 이중전공 변경 티오 안나서 거의 3학기를 고전하다가 이번에 드뎌 했습니당 👏👏👏👏👏 자랑할 곳이 이 게시판밖에 없네여,"['축하해요~~~가서 원하셨던 공부 잘 하시길 바라요👏🏻👏🏻👍🏻', '고마워여~~~ 새해복 마니받아여', '고생했어요~~~👍🏻👍🏻👍🏻', '고마워여~~~~ 님두 새해복 마니받으세여!!', '축하드려요 고생하셨습니당😎😎😎']","['익명', '(알수없음)', '(알수없음)', '(알수없음)', '익명']","['parent', 'child', 'parent', 'child', 'parent']",35045538
677,국제통상학과 이중전공 결과 언제나옴?,,[],,34819307
678,"* 전 1*학번 전과생입니다* 제가 드리는 설명은 별표로 달았고 아래 정보는 학교공지사항에서 가져왔습니다.* 쪽지가 너무 많이와서 받지 않겠습니다. 더 궁금하신것은 댓글 달아주세요.* 해마다 눈치싸움용 단톡방이 만들어집니다만 역시 소신지원하는 것을 추천드립니다.●●자격 : 2학년 진급예정자 중 34학점 이상을 이수하고 총평점평균 3.50 이상인 재학생단, 2017학년도 겨울계절학기 성적은 포함하지 않음 (2018.01.02.일자 기준 성적)* 34학점만 이수하고 3.5만 넘으면 전과신청이 가능합니다.* 혹 34학점 이상을 이수하여도 혜택은 없으며 학점은 높을수록 유리합니다.* P/F가 많다고 해서 불이익 역시 없습니다. ●●전과시행 일정● 원서접수 2018. 1. 3(수) - 1. 5(금) * 종정시>학적변동신청>전과신청>정보 기입 후 출력>전형료 입금 후 영수증 챙기기> 앞 두가지를 학종지에다 서면제출하면 밑에 번호 적고 가져가십니다. (자신이 몇 번째 전출신청자인지)●학과전형 2018. 1. 9(화) - 1. 16(화)* 이는 전출에서 허가 받아야 진행되는 는 단계이며, 전출은 학점 순입니다.* 전출이 허가나지 않는다면 아마 현 학과장실에서 개별적으로 연락을 주는 것으로 알고 있습니다* 면접 유무는 해당학과 홈페이지에서 작년 공지사항 참고.* 면접이 있는 과라면 수시로 해당학과 공지사항 확인하시고, 없는 과라면 학점순으로 뽑습니다.* 면접 질문은 다양합니다. 해당학과 관련 이슈, 전과하려는 이유, 해당 언어를 기존에 배웠는지, 앞으로 계획 등입니다.* 글캠 중복학과생이라고 뽑을 수도, 반대로 완전히 탈락할 수도 있습니다. 저도 두 경우 모두 보았기때문에 정답은 없는것 같습니다.●허가자 발표(예정) 2018. 1. 31(수) 예정 * 종정시에 반려/허가.승인로 표시되며 즉시 종정시에서 소속이 변경됨 (제가 전과한지 오래되어 허가인지 승인인지 기억이 잘 안나지만 비슷합니다)* 나는 전과가 정말 하고싶다, 하지만 이번에 실패 했다 하시는 분은 휴학후 내년 1월에 다시 가능합니다. 2학년 진급자가 대상이므로 역시 2년 휴학하고도 가능합니다.* 전입하려는 학과에 이중전공을 신청했어도 가능합니다. 다만 전입까지 성공하시면 이중전공 변경기간에 재선택 해야하는 것으로 알고있습니다.","['원서 접수다 서면 제출이면 직접 가야하는 건가요?', '집이 머시다면 우편도 되는걸로 기억합니다만 보통은 직접 내러오더라구요😂😂 제가 너무 오래되어 확실하진않습니다..이부분은 학종지에 문의전화해보셔도 좋을것같습니다', '감사합니다ㅠㅠ', '면접이 전과 여부를 당락할 수 있을만큼 영향이 있나요? 예를들면 학점이 다른사람들보다 조금 낮은데 면접을 잘 봐서 합격한다든가,,, 면접은 형식적인거다 아니다의 의견이 분분해서 쓰니님의 개인적인 생각을 여쭙고 싶습니다🙄', '하나만 더 답해주시면 정말 감사하겠습니다!!!', '면접으로 뒤집은 경우도 여럿 봤습니다. 학과장님이 괜히 시간내서 면접보시는건 아닐거같아요. 대신 면접에서 임팩트있는 사람이 없었다면 학점으로 가른다고 조심스럽게 추측해봅니다..😂', '정말 감사드립니다 ㅠㅠ 꼭 성공할게요!', '군 복학 휴학도 휴학 후 전과 신청 가능 범위에 포함 되나요?', '무조건 2학년 진급으로만 계산하니 가능할것같습니다', '정말 감사 드립니다! 전과 반드시 성공할게요', '제가 군복학 하면서 전과했어요~ 해당됩니다', '추가 답글 달아 주신 분도 정말 감사 합니다', '선배님 그럼 혹시 이번에 전과 신청을 하고 떨어지면 군대를 갔다와서 2년 후에 복학할때 다시 한번 전과 신청이 가능하다는 말씀이신가요?', '네 가능합니다', '감사합니다!!', '선배님! 1.기숙사는 일월초에 신청마감인데 이럴경우 설캠,글캠에 신청해놓고 나중에 결과보고 취소해야하나요? 2. 만약 전과가 허가되면 이중전공을 다시선택해야 하는데 이전에 경쟁률이 세서 1:1이 넘어간 상태면 (다 인원이 찬) 그 학과에 지원못하나요? 전과를 하기전에 성적으로 합격할수잇는 경우에두요?? 3. 혹시 전과하게 데면 장학금은 받을수있나요? 친절한답변부탁드랴요😭😭', '아래 댓글확인해주세요~~▽▽', '제가 글캠 기숙사 신청해두고 나중에 환불받았습니다', '환불받으셨다는 분!! 혹시 그럼 서울에서 자취하셨나요? 설캠기숙사는 신청 못하죠?', '그땐 설캠기숙사도 늦어서 신청안되는걸로 알고있습니다. 따로구하셔야해요', '1. 네 기숙사는 연동이 안되어있는것같습니다. 저랑 면접보신 다른분도 글캠기숙사 취소문제때문에 학과장실에 일정문의했다고해요 2. 질문주신 경우는 다소복잡하여 학종지에 문의해보심이 좋운것같습니다만 전과전 합격가능하던 성적은 반영하지않을것으로 예상됩니다. 3. 전입까지 성공하시면 현 소속학과 장학금은 취소됩니다', '네 감사합니다!! 그런데 전과를 성공하든 아니든 1월초에 전과신청 들어가고 이중발표는 1월중순이면 전과결과가 어떻든 이중전공은 재선택하게 되는건가요..? ㅜㅜ 알려주신것 토대로 학종지에 질문하려구 준비중이에요!!', 'A과소속 ☞ B과로 전출신청 (1월초) 및 B과로 이중신청 의 경우엔 전출신청하시더라도 이중발표(1월중순)에 떨어지는건아닙니다. 전입허가까지 나야 이중전공이 자동 삭제되는것입니다', '솔직히 이 분은 상 줘야됨 2018년 복 많이 받을 거에요', '질문인가 들어왔는데 감사합니다😂😂 쓰니님께도 작년보다 더 성장하는 올해 기원합니다🙇🙇', '늦은감이 있지만 질문하나 드려도 될까요??면접은 따로없지만 자소서를 제출하는 과도 자소서가 당락을 결정할만큼 중요한 부분이겠죠...?좀 답장너이긴한데 불안해서요ㅠ혹시 자소서 쓰셨었나요?', '네 자소서가 어마어마해서 뒤집은경우도 봤습니다. 저는 자소서 아니었구요😅', '전형료 입금을 인더넷뱅킹으로 했는데 전형료 입금증은 어떻게 증빙하나요?', '제 주변에선 다 은행에 갔습니다. 은행서 한장 뽑아가셔야할듯합니다', '아아 감사합니다ㅠㅠ!', '정말 늦었지만 질문 드립니다ㅠㅠㅠㅠ만약 면접이 있는 과라면 총 이수학점이 높은 사람이 아닌 면접 점수가 당락을 좌우하게 되는건가요? 2학기 시간표 짜기 전 총 이수 학점을 늘려야 하나 고민되어 질문드립니다ㅠㅠ', '혹시 전출에서 학점이 같다면 총 이수 학점에 따라 결정될까요?', '면접이있는과라면 면접점수로 갈리죠..총이수학점은 아무상관없습니다', '넵']","['익명', '(알수없음)', '익명', '익명', '익명', '(알수없음)', '익명', '(알수없음)', '(알수없음)', '(알수없음)', '익명', '(알수없음)', '익명', '(알수없음)', '익명', '익명', '(알수없음)', '익명', '익명', '(알수없음)', '(알수없음)', '익명', '(알수없음)', '(알수없음)', '(알수없음)', '익명', '(알수없음)', '(알수없음)', '(알수없음)', '(알수없음)', '(알수없음)', '(알수없음)', '(알수없음)', '익명']","['parent', 'child', 'child', 'child', 'child', 'child', 'child', 'parent', 'child', 'child', 'child', 'child', 'parent', 'child', 'child', 'parent', 'child', 'child', 'child', 'child', 'parent', 'child', 'child', 'parent', 'child', 'parent', 'child', 'parent', 'child', 'child', 'parent', 'child', 'child', 'parent']",34536269
679,이중전공 경영 진짜 3만 넘기면 되는거맞ㅇ나요ㅠㅠㅠㅠㅠㅠ,"['시험 통과한다는 전제에', 'ㅇ']","['익명(글쓴이)', '익명']","['parent', 'parent']",34348958
680,선배님들 정외 이중 컷 어느정도인가요?,"['컷 없음', '정외 빵꾸나요...ㅠㅠㅠ']","['익명', '익명']","['parent', 'parent']",34309075
681,정외 3.32 물론 면접있지만 이중전공 가능한 학점인가요..?물론 공부못한게 한스럽지만서도 정치학공부가 절실해져서 여쭤봅니다.,"['면접 교수님 감동시킬정도로 보면 가능하지 않을까', '그정도인가...?', 'ㅃㅃ', 'ㅠㅠ', '삭제된 댓글입니다.', '충분히...? 면접이 좌우할라나', '아아 감사해요!!', '정치학 공부가 왜 절실하죠?', '학문적으로 깊이 탐구해보고 연구해보고 싶어서요', '갑자기 왜 그런 생각이 드셨나요..?(실재로 면접에서 이런거 물어봄.. 개연성 없이 대답하면 나가리..)', '충분히 가능', '아 그렇군요!!! 혹시 몇몇이라도 보셨나요....', '3.1에 면접 안봐도 붙던데?', '그런 경우는 어떤.....ㅋㅋㅋ 신기하네요오']","['(알수없음)', '익명(글쓴이)', '(알수없음)', '익명(글쓴이)', '(삭제)', '익명(글쓴이)', '익명(글쓴이)', '(알수없음)', '익명(글쓴이)', '(알수없음)', '익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'parent', 'child', 'parent', 'child', 'child', 'parent', 'child', 'child', 'parent', 'child', 'parent', 'child']",34270028
682,국통 이중으로 올리는거 티오 많이 나요?ㅠㅠ,"['ㄴㄴ진짜안남.. 두세명씩 남...', '헐...그럼 학점순으로 뽑아요?', '백퍼학점순 ㅋㅋㅋㅋㅋ 이년째 변경만 노리고잇네여..']","['(알수없음)', '(알수없음)', '(알수없음)']","['parent', 'child', 'child']",34038029
683,비메이저에 비인기 소수어과인데 외국 나갈 생각도 없고 한국에서 취업하거나 공무원 셤 볼까 생각 중인데 이중전공은 경제 신청했거든요. 학점이 돼서 전과를 하려는데 우리나라에서 살고 취업할거라서 영어라도 정말 잘해보자고 생각해서 Eicc나 영어대쪽으로 전과하는거 어떻게 생각하세요..? 진심어린 조언과 충고 부탁드려요 선배님들!!ㅠㅠ ‘영어원어민급+경제’로 밀어볼까해요!,"['헐 나도 비메이저 비인기 소수어과인데 전과하고 싶음ㅋㅋㅋㅋㅋ', '어디로 하시게용?', '영어대로는 안할꺼니까 안심하렴!', '영어대 메리트가 크지 않아서 졸업만 늦춰질 것 같은데', '애매한 소수어보단 낫지않아요..? 한국 살면서 쓸일이 없을거같아 내 전공 ㅠㅠ', '영어대별로임ㅋㅋㅋㅋ하지마 온다고해서 영어실력 안늘어 고3때 영어실력의 반도안되는ㄴ듯', '영어대인데 차라리 소수어과로 갈걸 그랬다 싶음', '영어대 간다고 원어민급이 되는게 아님.. 차라리 국제학부나 국제통상쪽으로 전과를 해 그게 영어도 잘해지고 취업에도 유리..', '원래 영어 잘해? 아니면 디메릿이야']","['(알수없음)', '익명(글쓴이)', '(알수없음)', '익명', '익명(글쓴이)', '익명', '익명', '익명', '익명']","['parent', 'child', 'child', 'parent', 'child', 'parent', 'parent', 'parent', 'parent']",34008300
684,이중전공생은 수직 일 못하나요?,['ㅇㅇ'],['익명'],['parent'],33940470
685,"부전공 하다가 이중전공으로 올리는건, 이중전공 to가 남아야 가능한건가요?",['네'],['익명'],['parent'],33902941
686,이중 1지망 행정 2지망 경영 신청했는데 경영학 필기 시험 준비해야 할까요,"['아뇨 1지망에서 끝났어요', '네 감사합니다~', '사실 뻥이에요 저도 잘 몰라요~', '끝난더맞아요']","['익명', '(알수없음)', '익명', '익명']","['parent', 'child', 'child', 'child']",33775822
687,ld 이중 조건 아시는 분..??? 부탁드려요.!!,['학과페이지에 구체적으로 나와있습니다!'],['익명'],['parent'],33661012
688,만약 이중 다 떨어지면 어떻게 해야 하나요..?ㅠㅠㅠ,['부전공하다가 올려야죠'],['비꾸리'],['parent'],33567078
689,베트남어과로 이중전공 변경생각중인데요이중전공 변경 여석이 어느정도 되나요??많이 나올까요??,"['http://builder.hufs.ac.kr/user/boardList.action?command=view&page=2&boardId=17221&boardSeq=97456239', '학교 공지사항에서 올해 여석이 얼마나 나왔는지 확인해보세요', '오옷 감사합니닷!!!']","['익명', '익명', '익명(글쓴이)']","['parent', 'child', 'child']",33543736
690,이중신청도 했겠다 이제 전과만남았다!,"['화이팅!!전과 진짜 걱정된다ㅜㅜ', '나도 전과 후 떨려']","['(알수없음)', '익명']","['parent', 'parent']",33374239
691,이중 변경 시 일학년 성적 들어가잖아요ㅎㅎ 그러면 일학년 과목 재수강 반영된 성적인가요? 아니면 초수강 성적으로 변경 시 적용되나요..?,['그냥 총 평점 반영'],['익명'],['parent'],33371931
692,이중 스칸 vs 아랍 ㅠㅠ,['아랍어는 제2외국어 공부하면서 너무 재밋었고 스칸은 제가 행정이라서 ㅠㅠ'],['익명(글쓴이)'],['parent'],33367752
693,다음학기 휴학할건데 이중전공 신청 됨?,,[],,33351028
694,학점 1학기 3.9고 2학기도 이 정도 나올거 같은데  미컴 방송영상 이중 될까요? 간당간당해보이던데 ㅠㅠ,,[],,33347893
695,핵심융합전공에 몬콘이나 국가리더 같은경우는 이중전공신청 그냥하면 되는건가요아님 신청서 같은거 제출해야하나요ㅠㅜㅜㅜㅜ,"['공지사항에 되게 애매하게 적어놔서참....ㅜㅜㅜ 저가 이해를못하는건가요ㅜ', '네 님이 이해를 못하시는듯', '오케이']","['익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'parent', 'parent']",33338247
696,이중전공 경쟁률은 어디서 보나요??,['이중전공 신청하려고 들어가면 옆에 떠요'],['익명'],['parent'],33327111
697,스페인어 이중 vs 국통 부전어떤게나을까여..? 경제머리없는것같아서 국통이중은 좀 부담스러워서요ㅜㅡㅜ,,[],,33292169
698,자대생인데 이중으로 경제가 나을까요 경영이 나을까요,"['둘다 졸업하기 힘들어 너 하고싶은거해', '둘다비추']","['익명', '(알수없음)']","['parent', 'parent']",33288596
699,부전공으로 하고 이중전공돌리는게 많이 힘들까요?ㅠ이중으로 돌리는 것도 해당되는 과에 티오가 있으면 되는 걸로 아는데 또 다른 조건있나요?,,[],,33285241
700,이중전공은 학위 어떻게 나오나요 두개 학위 나오나요,"['삭제된 댓글입니다.', '감사합니다']","['(삭제)', '익명(글쓴이)']","['parent', 'child']",33281117
701,글캠다니는 학생인데요 이중전공 선택할 때 캠퍼스가 취업에 많은 영향을 미칠까요?,"['전혀요', '이중은 취업하는데 거의 영향을 미치지 않음,,,', '아하...감사합니다', '모르나본데취직 이중으로도많이하네요^^', '취직 이중으로 많이 한다고 본캠퍼스가 바뀌는건 아니네요^^', '그냥 하고싶은거 하세요. 캠퍼스가 어디든 자기 능력이 있고 충분히 어필하고 회사입장에서 뽑고싶은 인재면 뽑죠']","['익명', '익명', '익명(글쓴이)', '(알수없음)', '익명', '익명']","['parent', 'parent', 'parent', 'parent', 'child', 'parent']",33259974
702,이중전공 정외 학점3.5정도면 가능할까요...?ㅠㅠㅠ,"['ㅇㅇ가능', '핵가능']","['익명', '익명']","['parent', 'parent']",33258536
703,16학번이고 베트남어로 이중전공 변경신청했는데 지금 학점이 4.0정도고 토익 850점 정도 되는데 가능할까요?,['네'],['익명'],['parent'],33197997
704,"융합전공이중전공어디서신청가능한가요?언어와공학, 융합소프트웨어 같은거는 어디서 신청가능한가요? 이중전공신청들어가봤더니 학과목록에는 없네요ㅜ",['아진짜요? 감사합니다!'],['익명(글쓴이)'],['parent'],33188348
705,이중전공 어문쪽으로 신청하면 이중전공생도 7+1같은거나 어학연수 다 신청 가능한가요?,,[],,33183496
706,이중전공은 그럼 다시 1학년 전필부터 듣는건가요,['네'],['익명'],['parent'],33181040
707,제가 성적이 3중후반 되게 애매한데 이중전공 괜히 아슬아슬하게 신청했다가 광탈하면 어케되나요ㅠ,,[],,33172842
708,전공이 일통인데 마통 이중 어떨까요?????,,[],,33151052
709,국통 이중 전공 수학 시험에 기초통계 및 PSAT의 자료해석 영역 형식의 문제가 출제된다는데 어떻게 준비해야 하나요...?학점 3.9정도면 도전 해볼만 한 건가요...?,"['그러게요 ㅠㅠ 막막하네여', '국통 핵비추... 그럴바엔 같은 경제학사나오는 경제하세요 학점 4.3으로 붙었는데 학점썰리고 후회하면서 다니는중..']","['(알수없음)', '익명']","['parent', 'parent']",33142101
