QUESTION,ANSWER,TAGSET,LEMMA
설캠 이중전공기준 어디서 알수 있을까요,['이중전공 신청을 말씀하시는거면 그냥 34학점 이상 이수하시면 됩니다 보통은 34학점 이상 이수자를 성적순으로 우선배정하는데 각 학과별로 자체 시험을 치는 곳도 있습니다 각 학과별 성적컷은 공식적으론 공개되지 않습니다'],['DM'],이중전공 기준 어디
혹시 전교생이 대략 몇 명 정도인지 알 수 있을까요,"['한 학번 수는 거의 3700~3800명 될 걸요? 제가 ㅎ성씨인데 0376X이래요. 이거 성씨 순이더라구요!', '좋은 정보 감사합니다!', '양캠퍼스 도합 12000명 정도인걸로 알고있습니다 재학생, 휴학생 다 포함해서요']",['UK'],전교 정도
전 지금 사범대를 다니는 학생입니다만 제가 하고 싶은 진로가 심리학 쪽 혹은 상담심리쪽인데 사범대를 나오고 나서 심리쪽 대학원을 다닐 수 있는 방법이 있나요 그리고 교환학생이나 71 제도로 외국대학을 가면 듣고 싶은 수업을 골라서 들을 수 있는 건가요만약 그렇다면 거기서 심리학 수업을 들었다고 해서 그 쪽 학위를 딸 수 있는 건 역시 아니겠죠질문이 생각보다 많네요읽어주셔서 감사합니다,"['대학원 진학 여부는 희망하는 대학원의 입학전형을 찾아보시는게 좋을 듯 합니다 그리고 교환이나 칠플일은 잠시 연수를 다녀오는 개념이며 해당 대학의 학위 취득과는 상관 없습니다(복수학위제 등은 제외)', '감사합니다 에타조교님!']",['UK'],사범대 다니 학생 진로 심리학 상담 심리 사범대 나오 심리 대학원 다니 방법 교환 학생 71 제도로 외국 대학 수업 고르 만약 그렇 거기 심리학 수업 학위 아니 질문 생각 감사
막학기만 최소 이수학점 제한이 없는 걸로 아는데9학기 10학기 초과학기 다닐 경우도 해당인가요 예를들면 3학점만 등록해도 되는지,"['네네 그리고 초과학기는 학점에 따라 학비가 달라요', '3학점이면 한 오육십할겁니다', '7학기부턴 12학점 미만으로 들어도 상관없습니다 단 최소 1학점 이상은 들어야 등록이 되지요', '단 7~8학기는 학점과 상관없이 등록금 전액을 내지만 9학기(추가학기)부턴 학점에 따라 차등으로 납부하시면 됩니다']",['UK'],학기 최소 이수 학점 제한 학기 10 학기 학기 다니 경우 해당 학점 등록
이중전공 변경기간에 한 번 배정받은 이력이 있으면절대 다른 이중전공으로 변경 불가 인가요,"['제가 알기론 지인이 이중전공 두번 바꿧던거 같은데..확실하진 않으니 수강편람 참고하세요!', '1학년 신청기간때 신청하고 변경기간때 한 번 변경횟수가 있어서 이런 경우는 두번이 가능하더라구요 ㅠㅠ 수강편람 확인했는데 규정상 변경 횟수는 1회인데.. 혹시 방법이 있나해서 여쭤봤습니당', '그러면 학종지에 전화해보세요! 정확하고 빠른 방법!', '이미 한번 변경을 했으면 추가변경은 안됩니다 단 희망하는 전공으로 부전을 신청하신후 나중에 후기이중전공으로 올리는 방법은 있습니다']",['DM'],이중전공 변경 기간 배정 이력 이중전공 변경 불가
부전공하면 전공심화 필수에요,"['ㄴ', 'ㄴㄴ선택가능', '선택 사항입니다']","['MD', 'SM']",부전공 전공심화 필수
71 가려면 조건중에 과활동기요도 이런 게 있는게 이건 말그대로 학회같은걸 해야된다는 건가요 엠티 농활이런것도 포함되나요,"['네 맞아요', '엠티 농활 체전 이런것두 포함인가요? ㅠㅠ', '농활은 아니고요 엠티랑 체전까지는 포함되요 쉽게 말하면 교수님 눈에 잘 띄면 됩니다', '아하 감사합니당', '칠플일 학과 선발은 각 학과별로 기준을 마련합니다 보통은 성적이나 따로 면접, 과기여도를 보는 곳도 있습니다 이건 해당학과에 문의하시는게 정확합니다']",['UK'],71 조건 과활동기요 학회 엠티 농활 포함
미컴 세부학점교류는 수업을 듣고 나서 바로 다음 학기에 신청서를 내야하나요 아니면 언제 내든 괜찮나요,['추후에 해도 상관없습니다 다만 커리큘럼 개편이나 교류수업 변경등으로 누락될 수 있으니 미리미리 해두는게 좋습니다'],['UK'],세부 학점 교류 수업 다음 학기 신청서 아니 괜찮
다독상 및 모의 토익 토플 테스트는 그냥 가면 되나요 관련 정보가 하나두 없어요 ,"['모의 토익, 토플 테스트는 관련 공지를 참고하시고 다독상은 그냥 책 많이 대출해서 읽으면 받습니다 제가 옛날에 한학기에 60권정도 대출해서 탄적이 있는데 가장 막차로 탔습니다 1등이 130권이었나...ㅋㅋ;']",['UK'],모의 토익 토플 테스트 관련 정보 하나
계절학기 수강신청은 언제부터인가요 학사일정에 계절학기 개강일은 나와 있데신청일은 없어요,['학교 홈피 -> 학사 공지에 일정이 공지됩니다'],['UK'],계절 학기 수강 신청 언제 학사 일정 계절 학기 개강 있데신청일
하세요 에타제가현재 4-2인데 신청학점이 16정도인데사정이생겨서 아마7학점내지 9학점을 들을거 같아요 다드롭을 하구요 그러면 혹시 한학기내 뭐 최소 이수학점 이런데에 걸리지는 않을까요,"['4학년은 상관없어요', '드랍은 12학점 미만으로 할 수 없지만 4학년은 예외입니다 단 최소 1학점 이상은 들어야 합니다']",['UK'],에타제가 신청 학점 16 정도 사정 생기 학점 학점 다드롭 학기 최소 이수 학점 걸리
지금 부전공 중인 17입니다이중전공 후기신청이 언제인가요,"['그리고 융합전공 신청도 가능한가요?', '후기이중전공은 1전공 및 부전공 졸업학점을 충족시키거나 충족이 예정된 경우에 신청할 수 있습니다(7학기 때부터 신청 가능) 융합전공은 각 전공마다 다소 차이가 있으니 이건 학종지에 문의바랍니다']","['DM', 'SM']",부전공 17 이중전공 후기 신청 언제
계절학기는 몇학점까지 들을 수 있나요,"['6', '최대 6학점입니다']",['UK'],계절 학기 학점
소수언어 전공생인데 타자치려면 어떻게 해야 하나요,"['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 커엽', '컴퓨터에서 키보드 설정 - 언어 추가 하시면 됩니다', '감사합니당~', '윗분께서 설명 잘 해주셨네요^^']",['UK'],소수언어 공생 타자 어떻
교환학생가는데요권만료가 4월이라 급한대로 일단 기존요권으로 교환학생신청했는데 여권번호 이거 선발된 후에도 변경이 보통 가능한가요,"['이건 해당국가(입국문제)나 대학(신원확인문제)에서 문제 삼을 수 있습니다 선발 전에 해당 국가 대사관과 대학 측에 문의하셔야 할듯 합니다', '답변감사합니다. 대학과 상의해서 잘 마무리했고..교환학생 생활도 잘 마무리했습니다.', '다행입니다^^']",['UK'],교환 학생 만료 4월 급하 대로 기존 교환 학생 신청 여권 번호 이거 선발 변경 가능
8학기현재 130학점 이수했습니다9학기를 듣지않고 flex로 실요외국어 대체해서 4학점 채워 졸업 가능한가요,['FLEX는 학기중에 성적이 부여되는거라 9학기 등록은 하셔야 됩니다'],['UK'],학기 130 학점 이수 학기 실요 외국어 대체 학점 채우 졸업 가능
영어학부 14학번 졸업요건을 알고 싶습니다 아무리 찾아도 안나와서요 플렉스랑 이런 거,['수강편람에서 14학번 기준 소속 단과대의 최소이수학점 및 졸업요건을 참고하세요'],['UK'],영어 학부 14 학번 졸업 요건 나오 플렉스
경제학전공이 경영통계 들을 수 있나요,"['안됩니다', '해당 학과에서 경제학 전공생의 신청을 제한했다면 들을 수 없습니다']",['UK'],경제학 전공 경영 통계
교양영어 계절학기로 듣고 싶은데 계절 교영은 등급 진리평화창조 안나눠서 수강신청받나요,"['네! 그리고 설캠 기준으로 교영 계절은 평화반만 열린다고 보는 게 좋아요. 진리는 잘 모르겠지만 창조는 열린 걸 본 적이 없습니다.', '아 안나누냐고 물어보셨구나...네!가 아니라 아니요!입니다... 나눠서 수강신청해요', '본인이 소속된 반 대로 신청해야합니다']",['UK'],교양 영어 계절 학기 계절 등급 진리 평화 창조 나누 수강 신청
이중전공 중인데 현 이중전공을 다른 부전공으로 내린 후 그 부전공을 같은 전공의 이중전공으로 올릴 수 있나요 예를 들어 경제 이중전공 중이라면 경영으로 전공을 바꿔서 부전공으로 내리고 다시 경영 부전공을 이중전공으로 바꿀 수 있나요,"['이중 티오만 나면 가능해요', '이중전공 변경 신청 때 할 수 있습니다 단 윗분 말씀대로 티오가 나야합니다']","['DM', 'SM']",이중전공 이중전공 부전공 내리 부전공 전공의 이중전공 올리 경제 이중전공 경영 전공 바꾸 부전공 내리 경영 부전공 이중전공 바꾸
부전공에서 이중전공으로 넘기는건 언제 할수 있나요2학년 1학기 재학 중입니다,"['이중전공 변경 때', '4~5월, 10~11월 경에 신청받습니다 별도 티오가 있는 경우에요']","['DM', 'SM']",부전공 이중전공 넘기 학년 학기 재학
특별교양이랑 국가와 사회 재수강 가능한가요 같은 섹션 문예 > 문예 끼리만 재수강 연결 가능한지아니면 교양 교양 / 전공전공 이렇게만 맞으면 되는 지 궁금합니답,"['후자입니당', '근데 전공은 동명인 것으로만 가능해요', '교양은 카테고리 상관없이 재수강 할 수 있습니다(교양 필수과목 제외) 전공은 동일 교과목 또는 학과가 지정한 대체 교과목으로 할 수 있습니다']",['UK'],특별 교양 국가 사회 재수강 가능 가요 섹션 문예 문예 끼리 재수강 연결 가능 아니 교양 교양 전공 전공 이렇
질문 해놓고 답변 얻으면 글삭튀하고질문하기 전 검색도 안하고 다짜고짜 질문하고분명히 쪽지로 재촉하거나 욕하는 사람이 있었을태니 없을 거임다 자초한일,"['ㄹㅇ 조교님 잇을때 진짜 좋앗는데 어떤새키들이 우리 조교님 건드렷냐ㅡㅡ', '개인사정이랑 집안일 때문에 얘기도 없이 1년 이상을 쉬었네요...뭐 개념없게 행동한 분들도 있었지만...다시 시작하게 되었습니다 지금 1년치 질문에 답변 다 달아주고 있는데 죽겠네요 ㅋㅋ;;']",['UK'],질문 답변 글삭튀 질문 검색 질문 쪽지 재촉 욕하 사람 자초
작년 11/22 기준으로 활동 안하세요,"['ㅠㅠㅠㅠㅠㅠ돌아와요 조교님', '다시 돌아왔습니다 지금 1년치 질문에 다 답글 달아주고 있는데 죽겠네요 뭐 제가 자초한 거지만요...ㅋ']",['UK'],작년 11 22 기준 활동
5학년9학기도 장학금 신청할 수 있나요,"['ㄴㄴ', '초과학기의 경우에도 일부 장학금은 수령할 수 있습니다 단 정규학기 때보단 확 줄어들지요', '감사합니다!!']",['UK'],학년 학기 장학금 신청
교환학생 최대 몇번까지 갈수 있나요,['따로 횟수 제한을 두진 않지만 보통 교환학생을 한적이 없는 학생들 위주로 선발됩니다 보다 많은 학생들에게 혜택이 돌아가야 하니까요'],['UK'],교환 학생 최대
이중전공 2학년때 바꿀 수 있나요,"['학년 상관없이 재학중 1번 변경 가능해요! 변경확정받은다음에는 못바꿉니다!', '변경하면 변경전에 취득한 이중전공 학점은 어떻게 되나요?? ㅠㅠ', '변경후에 이중전공 학점 0부터 다시 시작되나요..?', '네..변경전 이중전공 취득학점은 자선으로 넘어가는걸로알고있습니다..!', '헉 그럼 최대한 빨리 바꾸는게 좋겠네요? 감사합니다!!', '5월&10월 2번 있어요!', '학교 공지사항에 올라오나요???', '변경 신청은 매학기마다 할 수 있습니다 단 한번 변경이 되면 그 다음부턴 변경할수 없습니다']",['DM'],이중전공 학년 바꾸
교직 이수하는데 이중전공 수업은 어떻게 듣나요 교생실습도 나가는데 그 학기는 수업 어떻게 듣죠,"['아... 저도 이거 고민ㅠㅠ 교생 나가는 학기 진짜 답 없어여ㅠㅠㅠㅠㅠ', '교직 이수 자체가 많이 빡빡한 편이죠 그래서 교생실습 전에 이중을 최대한 많이 듣거나 아님 추가학기로 미루는 경우도 있습니다']",['DM'],교직 이수 이중전공 수업 어떻 교생 실습 나가 학기 수업
외조부상을 당해서 유고를 발급받아야 하는데 절차가 어떻게 될까요 홈페이지 공지사항 찾아보려 했는데 못찾았어요,"['교수님께 말씀드리면 됨', '가족의 상으로 인한 유고는 직계존비속 및 배우자, 형제, 자매의 사망을 기준으로 합니다 외조부님도 해당이 되시며 학종지의 소속 단과대 담당자님께 문의바랍니다', '하지만 절차상으로 증빙서류 등 복잡한 면이 있습니다 윗분 말씀대로 교수님들께 잘 말씀드리면 유고 없이 처리해주시는 편입니다 삼가 고인의 명복을 빕니다']",['UK'],외조부 당하 유고 발급 절차 어떻 홈페이지 공지 사항 찾아보
외국어 인증을 너무 빨리 내버렸는데 졸업유예를 하고 싶습니다 혹시 이미 처리된 외국어성적은 취소할 수 있나요 안된다면 다른 방법으로 유예 시킬 수 있는 방법이 없을까요,"['다른 졸업요건을 안채우면 되죠', '이미 제출한 외국어 인증은 취소할 순 없습니다 대신 필수과목을 하나 안듣는 식으로 재학생 신분을 유지할 순 있습니다']",['UK'],외국어 인증 내버리 졸업 유예 처리 외국어 성적 취소 방법 유예 시키 방법
영어대 졸업요건 한자 자격증 유효기간 평생인거 따놓은 거 있는데 2년 내에 딴 거 아니면 인정 안 되나요,"['학부장실이나 학과장실에 문의하셈', '조교가 뭐 이래;;', '같은 한자 자격증이라도 발급기관에 따라 제한이 있을 수 있습니다 본인이 발급받은 기관의 자격증은 평생인데, 학과에서 2년 내 취득을 요구한다면 핀트가 안맞네요 따로 기한 제한이 있는지는 과사무실에 문의하셔서 알아봐야합니다']",['UK'],영어 졸업 요건 한자 자격증 유효 기간 평생 아니 인정
우수성적 파견 명단에 있는데 원래 이번에 교환 신청하려 했습니다 동시에 교환파견 신청 가능한가요,"['삭제된 댓글입니다.', '아아 네네 그럴거 같습니다!! 감사해요', '둘 다 지원 가능합니다']",['UK'],우수 성적 파견 명단 이번 교환 신청 동시 교환 파견 신청 가능
이중전고우신청하려면 34학점 이상이어야 한다는 데 자선으로 듣는것도 인정되나요,"['그럼요', '감사합니다~~', '학점만 채워 두시면 됩니다', '넵 감사합니당??']",['UK'],이중전고우 신청 34 학점 이상 자선 인정
이중전공 부전공으로 돌릴때 전공 종류도 바꿀수 있나요 바꿀수 있다면 전에 있던 이중전공 학점은 소멸되나요,"['자선으로 바뀌는 걸로 알아요', '윗분 말씀대로 자선으로 전환됩니다']","['DM', 'SM']",이중전공 부전공 돌리 전공 종류 바꾸 바꾸 이중전공 학점 소멸
등록금 납뷰기간에 못냈는데 추가기간에 따로 내면되너요,"['ㅇㅇ', '추가등록기간에 내셔도 아무 문제 없습니다~']",['UK'],등록금 납뷰 기간 추가 기간 내면되너
저번학기 2017-2학기 휴학하고 이번 2018-1학기 복학신청 완료한 사람입니다 제가 겨울 계절학기로 수업을 두개를 들었는데 종합정보시스템에 계절학기 수업에 대한 기록이 없어서요 원래 그런 건가요 아님 뭔가 잘못된건가요,"['복학하고 1학기 성적에 포함되서 나옴', '윗분께서 잘 설명해주셨네요^^']",['UK'],저번 학기 2017 학기 휴학 이번 2018 학기 복학 신청 완료 사람 제가 겨울 계절 학기 수업 종합 정보 시스템 계절 학기 수업 대하 기록
f받은과목은 다시 들을때 재수강인가요 초수강인가요 종정시 들어가보니 수강했다고 인정이 안된것같아서요,"['재수강이요!!!!@!', '윗분 말씀대로 재수강으로 분류됩니다']",['UK'],과목 재수강 초수강 정시 들어가 수강 인정
저는 작년 일학기에 등록금을 납부한 후 일년을 휴학한 학생입니다 그리고 이번 1학기에 71로 교류하게 되었습니다 다름이 아니라 첨부한 사진과 같은 문자가 와서 오늘 등록처리를 하기 위해 종합정보 시스템에 들어갔으나 다음과 같은 페이지가 뜹니다 제가 작년에 등록금을 내고 휴학해서 따로 등록할 필요가 없는건가요,"['학종지ㄱ', '칠플일은 보통 전액 장학처리되는데 이미 등록금이 납부된 상태라서 문제가 된거군요 이건 학종지에 문의하셔서 등록금 문제를 따로 처리하셔야 할듯 합니다', '등록금 환불은 자퇴 등을 제외하곤 보통 해주지 않습니다 때문에 지금 납부된 등록금은 아마 칠플일 이후 학기로 이월하거나 그러지 않을까 합니다']",['UK'],작년 학기 등록금 납부 휴학 학생 이번 학기 71 교류 다르 아니 첨부 사진 문자 등록 처리 위하 종합 정보 시스템 들어가 다음 페이지 작년 등록금 휴학 등록 필요
저희과가 전공을 하나라도 들어야 성적장학금을 받는데요 그다음학기에 칠쁠일을 가면 전공을 들어도 장학금을 못탄다는 말을 들었는데 사실인가요 예를들어 2018년 1학기에 전공포함 성적을 아무리 잘 들어도 2학기에 칠쁠일 계획이 있으면 2학기에 못받는건가영,"['이런건 학과장실에 물어보셈...', '칠플일은 보통 전액 혜택을 받으니 등록금이 0원이 되서 성적장학금을 받을 수 없습니다 단 반액 혜택이라면 나머지 반액의 범위 내에서 성적장학금을 받을 수 있습니다']",['UK'],저희 전공 하나 성적 장학금 다음 학기 칠쁠일 전공 장학금 사실 2018 학기 전공 포함 성적 학기 칠쁠 계획 학기
전공교양 과거것도 전공으로 돌릴 수 있을까요 몇년 전이긴 한데 당해학기끝나고만 돌리는게 신청 가능한건지 ,"['언제든 가능해ㅛㅁ', '옛날에 들은 것도 조건이 충족된다면 추후에 변경 가능합니다']",['UK'],전공 교양 과거 전공 돌리 당해 학기 돌리 신청 가능
휴학신청기간에 휴학신청 못했는데 자동휴학되나요,['재학중인 상태에서 따로 휴학 신청을 안 하면 미등록 제적 처리됩니다 학종지에서 휴학 절차를 밟으시길 바랍니다'],['UK'],휴학 신청 기간 휴학 신청 자동 휴학
지난학기 씨플맞은 핵심인문기초과목을pf유형핵심인문기초내의 다른 과목의 수업으로 재수강할 수 있나요할 수 있다면 성적처리는 어떻게 되나요,"['재수강 가능. 지난 학기 이수학점이 빠지는 거죠. 그건 pf든 아니든 다 상관없음. 그냥 재수강한 과목은 사라지는 거임. 재수강한 기록만 남고 성적은 아예 사라지는 거.', '윗분 말씀대로입니다 같은 카테고리 내 재수강 연결이 된다면 가능합니다']",['UK'],지나 학기 씨플맞 핵심 인문 기초 과목 유형 핵심 인문 기초 과목 수업 수강 성적 처리 어떻
현재 4학년 2학기 마지막학기 예정인 학생입니다 제가 실요외국어를 못들어서 플렉스 영어로 대체하려고 하는데 701점 이상만 받으면 가능한거 맞죠 본과는 동유럽대 과 중 하나입니다,"['701점 A0, 801점 A+로 처리됩니다']",['UK'],학년 학기 마지막 학기 예정 학생 제가 실요 외국어 렉스 영어 대체 701 이상 가능 동유럽 하나
후기이중의 요건이 어떻게 되나요,"['수편 ㄱㄱ', '본인의 졸업학점과 필수과목을 다 이수하시면 됩니다(졸업시험 및 영어인증은 상관없습니다) 7학기부터 신청 가능한데 굳이 학점조건을 충족하지 않아도 8학기 내로 충족이 가능하다고 판단되면 승인해줍니다']",['UK'],후기 이중 요건
저는 14학번인데 지금까지는 5학기를 다녔구요 이중전공을 선택해서 5학기동안 이중전공과목 학점을 18학점 이수해놓은 상태입니다 여기서 지금의 이중전공과 같은 학과로 부전공 변경이 가능한지또 이전에 이수해놓은 이중전공18학점이 그대로 부전공18학점으로 인정되는지 궁금합니다 부전공으로의 변경 절차 또한 어떻게 되는지 알려주실 수 있으실까요,"['동일 학과로 부전공 변경 가능하며, 동일 과로 변경하신 경우 이전에 이수해놓은 학점은 그대로 부전공 학점으로 인정됩니다. 학기 후반 ~ 여름방학 초기 쯤에 부전공 변경 공지가 올라옵니다. 그 때 변경하세요.', '감사합니다!!', '1. 부전공 변경 가능합니다', '2. 18학점 다 인정됩니다 4~5월, 10~11월에 부전공 변경 신청공고가 뜨는데 그때 신청하시면 됩니다']","['SM', 'DM']",14 학번 지금 학기 다니 이중전공 선택 학기 동안 이중전공 과목 학점 18 학점 이수 상태 여기 지금 이중전공 학과 부전공 변경 가능 이전 이수 이중전공 18 학점 부전공 18 학점 인정 부전공 변경 절차 어떻 알리
전공 재수강은 바로 다음 학기에 불가능하고 다다음학기부터 가능한가요,"['1 2학기 같은 전공이 열리면 가능하지만 그런 경우는 거의 없으므로 불가능', '똑같은 수업이라면 상관없습니다 단 1학기 어학수업(1), 2학기 어학수업(2) 이렇게 된 연강수업은 학기에 맞는 수업으로 재수강해야 합니다']",['UK'],전공 재수강 다음 학기 가능 다음 학기 가능
전공 증원 신청을 해야 하는데 지금 교수님께 메일을 보내야 하는 건가요 아니면 개강 하고 교수님께 직접 찾아가야 하는 건가요,"['과 사무실 가서 신청해요! 개강하고 합니당', '전공 증원은 개강 첫주(변경기간)에 학과 사무실에 문의하셔야 합니다']",['UK'],전공 증원 신청 교수 메일 보내 개강 교수 찾아가
이제 여긴 그냥 서로 질문하고 답해주는 지식인 같은 곳 이젠 찾아도 안 나오시는 것 같아요,"['도와주는 우리 서로가 다 조교인 것 같네요!', '다시 돌아왔습니다...이런저런 사정 때문에 답변을 아예 못드렸네요 죄송합니다 ㅜㅜ']",['UK'],여기 질문 지식인 이제 나오
제가 지금 학부 소속인데요 3학년때부터 세부 전공으로 갈라지는 걸로 알고 있는데 2학년때 3학년 세부 전공 수업을 미리 들어도 되나요,"['뭔지 알려줘야 답을 하지', '학과에서 따로 학년제한을 하지 않았다면 수강 가능합니다']",['UK'],학부 소속 학년 세부 전공 갈라지 학년 학년 세부 전공 수업
강의삭제는각학넌수강신청기간에만할수 있는 건가요,"['넹 전학년 수강신청기간인 금욜에도 가능해요! 정정기간때도 가능!', '수강신청기간, 수강변경기간, 수강포기기간에 드랍할 수 있습니다 단 포기기간 이후부턴 드랍이 불가능합니다']",['UK'],강의삭제는각학넌 수강 신청 기간
수고가많으십니다아예 12학년 수강가능이라고 걸어놓은 수업은 교수님께 부탁해도 3학년은 수강 불가인가요,"['비고란에 아예 ""1,2학년만 수강"" 이라고 적혀있으면 3학년은 수강 불가입니당. 예외가 있을 수 있으니 해당 과사에 물어보세요.', '윗분 말씀대로입니다 그런 경우엔 수강신청 시 학과 쪽에서 학년제한을 걸어놓습니다 예외적인 경우가 있는지는 과사무실에서 확인바랍니다']",['UK'],수고 12 학년 수강 가능 수업 교수 부탁 학년 수강 불가
부전공 신청을 분명 했는데 신청내역란에 빈칸으로 있네요 어떻게 할 방법이 없나요 학종지에 전화를 해봐야하나요 안 그러면 군대 갔다 와서라도,"['신청이 안된듯하네요ㅠㅠ 부전공 신청.변경 기간에 다시 신청하셔야 할 듯..ㅜ', '부전공 결과가 아직 안 나온것 같습니다 부전공은 제한조건이 없기 때문에 일단 신청하면 100퍼센트 됩니다 신청했는데도 반영이 안되었다면 학종지에 문의바랍니다']",['SM'],부전공 신청 신청 내역 방법 학종지 전화 그러 군대 갔다오
저 정말 바보 같지만 들었던 수업이 너무 좋아서 다시 수강 하려고 하는데그런 경우는 학점 인정이 한번만 되는 건지 궁금합니다수고가 많으십니다,"['앗 저도 궁금해요', '한번 들었던 수업은 다시 수강신청이 불가능한걸로 아는데요.. 학수번호가 동일한 수업은 재수강이 아닌 이상 다시 신청이 불가능한걸로 알아요. 청강으로 들으셔야 할듯', '감사합니다!!', '수강신청 자체가 불가능', '수강신청은 안 되도 청강으로 들을 순 있습니다~', '감사합니다']",['UK'],바보 수업 좋아서 수강 경우 학점 인정 수고
4학년 올라가는 학생입니다 졸업이수학점까지 19학점 남았는데 한학기에 몇학점 이상은 들어야 하는 게 정해져 있나요,"['12', '삭제된 댓글입니다.', '최소이수학점보다 낮아도 된다는 말씀이시죠??', '막학기만 최소이수 학점 제한 없음', '2', '학기당 최소이수학점은 12학점이지만 7학기 재학생부턴 12학점 미만으로도 들을 수 있습니다']",['UK'],학년 올라가 학생 졸업 이수 학점 19 학점 학기 학점 이상 정해지
교환학생 다녀와서 바로 계절신청 가능한가요2학기때 교환을 다녀올 생각인데 바로 겨울계절을 들을 수 있는지 확실히 모르겠어서요,['들을 수 있습니다~'],['UK'],교환 학생 다녀오 계절 신청 가능 가요 학기 교환 다녀오 생각 겨울 계절 모르
교환 학생 선발이 된 후 최소할 경우 다시는 파견또는 교환 신청을 할 수 없는지 혹시 알 수 있을까요감사합니다,['교환학생의 경우 과거 국제교류프로그램 취소자는 지원을 제한하고 있습니다 아마 선발과 취소를 반복하는걸 막기위한 조치인거 같습니다 단 칠플일 파견은 따로 제한하지는 않는 듯 하니 이건 국제교류팀에 문의바랍니다'],['UK'],교환 학생 선발 최소 경우 파견 교환 신청 감사
이제 2학년 되서 이중전공을 처음으로 듣는데 본전공이랑 수업이 다 겹쳐서요이중전공도 다른학년34학년 수업 맘대로 못듣나요,"['과마다 지침이 좀 다른데요. 보통은 1순위: 해당 학년, 2순위: 졸업 예비 고학번들, 3순위: 이중전공생, 4순위: 부전공생 으로 알고 있습니다. 근데 과마다 다르니까 해당 과사에 전화해서 물어보시는게 좋겠어요.', '우앗 감사합니닷!!', '윗분께서 설명을 잘 해주셨네요^^']",['DM'],학년 이중전공 처음 전공 수업 겹쳐서요 이중전공 학년 34 학년 수업
17이구요 핵교카테고리중에 자기가 이미 수업들은 영역에서 추가로 수강하면 자동으로 자선으로 넘어가는 거 맞나요 참고로 그 카테고리에서 저번에들은 수업은 재수강불가능한학점 나왔습니다,['최소이수학점을 초과해서 들은 교양수업들도 다 교양으로 분류됩니다 다만 본인의 졸업학점에 자선학점이 필요없다면 초과된 교양학점은 그냥 낭비된 거라 보면 됩니다'],['UK'],17 핵교 카테고리 자기 수업 영역 추가 수강 자동 자선 넘어가 참고 카테고리 저번 수업 재수강 가능 학점 나오
수강신청한 과목이 자선으로 표시되는데 비고에 xx대 교류제 본전공라 적혀 있는 건 나중에 1전공 학점으로 인정된다는 거죠 ,['본인 1전공과 교류되는 수업이라면 그렇습니다 학종지에 이수구분정정을 신청하기 바랍니다'],[],
없습니다,['다시 돌아왔습니다 죄송합니다 ㅜㅜ'],[],
전공심화에 관련한 글 같은 건 어디 있나요수강편람에도 전공심화 선택시 필요한 학점 조건에 대해서만 나와 있어서요 ,"['구체적으로 어떤 점이 궁금하신지 알려주세요 전공심화는 부전공과 연계되는건데 일단 부전공은 따로 전공필수과목 이수, 졸업시험등을 치를 필요 없습니다 학점만 채우시면 됩니다', '그냥 전공심화(부전공X)는 전공과 교양의 최소이수학점을 이수하신 후 남은 학점은 어느것으로 채우든지 상관없습니다']",['MD'],전공심화 관련 어디 있나요수강편람 전공심화 선택 필요 학점 조건 대하 나오
이제 일 안 하시는 건가요 댓글이랑 다 옛날부터 없어서,['다시 돌아왔습니다 죄송합니다 ㅜㅜ'],['UK'],댓글 옛날
이제 4학년인데 부전공 이번에 신청못했어요그러면 여름방학때 열릴텐데 4학년도 부전공 신청이되나요,"['네 됩니다~', '학년 상관없이 매학기마다 신청 가능합니다']",['SM'],학년 부전공 이번 신청 그러 여름 방학 열리 학년도 부전공 신청
늘 수고하십니다 이번에 2학년이 되고 1학년때 교양외국어 수강을 하지 않았어서 이제 들으려고 하는데 장바구니에 담고보니 1학년 과목이라고 되어 있고 제한인원도 한 명이라고 돼있더라구요 그럼 이건 2학년 수강신청날이 아닌 전학년 수강신청 날짜에 신청을 해야 하나요,"['네 전학년 수강신청 날짜에 하셔야 해요', '윗분 말씀이 맞습니다^^']",['UK'],수고 학년 학년 교양 외국어 수강 장바구니 학년 과목 제한 인원 이거 학년 수강 신청 아니 학년 수강 신청 날짜 신청
체육 3과목까지 제한되는 거 아직 유효한가요 14학번까지만 인가요,['건강과 레포츠는 자유교양입니다 즉 각 학번별로 제한된 학점 내에서 수강하실 수 있습니다'],['UK'],체육 과목 제한 유효 14 학번
도와주세요이번이 수강신청할때 예전에 들은 과목을 재수강하려하는데 그 과목이 2학년 전공이고 저는 이제 4학년을 올라가게 되는 경우인데 과목을 장바구니에 넣으려면 학년제한으로 수강이 불가능하다는 팝업이 뜨네요 이거 재수강못하고 졸업해야 하나요 전공이라 1년 기다린건데,"['전체학년 수강신청 때 하세요', '학과에서 따로 학년제한을 걸어둔 모양이네요 과사무실에 연락하셔서 재수강 해야 한다고 사정을 설명하시면 들어줄겁니다']",['UK'],도와주 수강 신청 예전 과목 수강 과목 학년 전공 학년 올라가 경우 과목 장바구니 학년 제한 수강 가능 팝업 이거 재수강 졸업 전공 1년 기다리
