,내용,분류,명사토큰
2400,이중전공 부전공으로 돌릴때 전공 종류도 바꿀수 있나요?? 바꿀수 있다면 전에 있던 이중 학점은 소멸되나요?,2,이중 전공 부 전공 때 전공 종류 전 이중 학점 소멸
2401,등록금납뷰기간에 못냈는데 추가기간에 따로 내면되너용???,0,등록 금납 뷰 기간 추가 기간 용
2402,안녕하세요 저번학기 2017-2학기 휴학하고 이번 2018-1학기 복학신청 완료한 사람입니다.제가 겨울 계절학기로 수업을 두개를 들었는데 종합정보시스템에 계절학기 수업에 대한 기록이 없어서요...원래 그런건가요 아님 뭔가 잘못된건가요?,1,저번 학기 학기 휴학 이번 학기 복학 신청 완료 사람 제 겨울 계절 학기 수업 개 종합정보시스템 계절 학기 수업 대한 기록 원래 건가 뭔가 가요
2403,f받은과목은 다시 들을때 재수강인가요 초수강인가요? 종정시 들어가보니 수강했다고 인정이 안된것같아서요,4,과목 다시 때 재수강 초 수강 종 정시 수강 인정이
2404,안녕하세요! 저는 작년 일학기에 등록금을 납부한 후 일년을 휴학한 학생입니다. 그리고 이번 1학기에 7+1로 교류하게 되었습니다. 다름이 아니라 첨부한  사진과 같은 문자가 와서 오늘 등록처리를 하기 위해 종합정보 시스템에 들어갔으나 다음과 같은 페이지가 뜹니다. 제가 작년에 등록금을 내고 휴학해서 따로 등록할 필요가 없는건가요??,9,저 작년 학기 등록금 납부 후 년 휴학 학생 이번 학기 로 교류 첨부 사진 문자 오늘 등록 처리 위해 종합 정보 시스템 다음 페이지 제 작년 등록금 휴학 등록 필요 가요
2405,저희과가 전공을 하나라도 들어야 성적장학금을 받는데요  그다음학기에 칠쁠일을 가면 전공을 들어도 장학금을 못탄다는 말을 들었는데 사실인가요? 예를들어 2018년 1학기에 전공포함 성적을 아무리 잘 들어도 2학기에 칠쁠일 계획이 있으면 2학기에 못받는건가영,1,과 전공 하나 성적 장학금 그다음 학기 칠쁠일 가면 전공 장학금 말 사실 예 학기 전공 포함 성적 학기 칠쁠일 계획 학기 건가 영
2406,전공교양 과거것도 전공으로 돌릴 수 있을까요?? 몇년 전이긴 한데.. 당해학기끝나고만 돌리는게 신청가능한건지 ㅠㅠ,2,전공 교양 과거 것 전공 수 년 전이 학기 신청
2407,휴학신청기간에 휴학신청 못했는데 자동휴학되나요?,9,휴학 신청 기간 휴학 신청 자동 휴학
2408,"지난학기 씨플맞은 핵심인문기초과목을pf유형(핵심인문기초내의 다른 과목)의 수업으로 재수강할 수 있나요?할 수 있다면, 성적처리는 어떻게 되나요?",4,학기 씨 핵심 인문 기초 과목 유형 핵심 인문 기초 내의 다른 과목 의 수업 재수 수 수 성적 처리
2409,안녕하세요 현재 4학년2학기 마지막학기 예정인 학생입니다 제가 실용외국어를 못들어서 플렉스 영어로 대체하려고 하는데 701점 이상만 받으면 가능한거 맞죠?? 본과는 동유럽대 과 중 하나입니다,1,현재 학년 학기 마지막 학기 예정 학생 제 실용 외국어 플렉스 영어 대체 점 이상만 본과 동유럽 과 중 하나
2410,후기이중의 요건이 어떻게 되나요?,0,후기 이중 요건
2411,"안녕하세요저는 14학번인데 지금까지는 5학기를 다녔구요,이중전공을 선택해서 5학기동안 이중전공과목 학점을 18학점 이수해놓은 상태입니다.여기서 지금의 이중전공과 같은 학과로 부전공 변경이 가능한지,또 이전에 이수해놓은  이중전공18학점이 그대로 부전공18학점으로 인정되는지 궁금합니다.부전공으로의 변경 절차 또한 어떻게 되는지 알려주실 수 있으실까요??ㅠㅠ",2,저 학번 지금 학기 이중 전공 선택 학기 동안 이중 전공 과목 학점 학점 이수 상태 여기 지금 중전 공과 학과 부 전공 변경 또 이전 이수 이중 전공 학점 그대로 부 전공 학점 인정 부 전공 변경 절차 또한 수 요
2412,전공 재수강은 바로 다음 학기에 불가능하고 다다음학기부터 가능한가요..?ㅜㅠ,1,전공 재수강 바로 다음 학기 다다 음 학기
2413,안녕하세요 전공 증원 신청을 해야하는데 지금 교수님께 메일을 보내야 하는건가요 아니면 개강 하고 교수님께 직접 찾아가야 하는건가요?,0,전공 증원 신청 지금 교수 메일 가요 개강 교수 직접 가요
2414,이제 여긴 그냥 서로 질문하고 답해주는 지식인 같은 곳... 이젠 조교님 찾아도 안 나오시는 것 같아요....,3,이제 그냥 서로 질문 답 지식인 곳 젠 조교 안 것
2415,"제가 지금 학부 소속인데요, 3학년때부터 세부 전공으로 갈라지는 걸로 알고 있는데 2학년때 3학년 세부 전공 수업을 미리 들어도 되나요?",2,제 지금 학부 소속 요 학년 때 세부 전공 걸 알 학년 때 학년 세부 전공 수업 미리
2416,강의삭제는각학넌수강신청기간에만할수있는건가요ㅠㅠ,0,강의 삭제 학넌 수강신청 기간 가요
2417,"조교님 수고가많으십니다ㅠㅠㅠ아예 1,2학년 수강가능이라고 걸어놓은 수업은 교수님께 부탁해도 3학년은 수강 불가인가여?ㅠㅠㅠㅠㅠㅠ",0,조교 수고 아예 학년 수강 가능 수업 교수 부탁 학년 수강 불가 여
2418,부전공 신청을 분명 했는데 신청내역란에 빈칸으로 있네요. 어떻게 할 방법이 없나요? 학종지에 전화를 해봐야하나요. 안그러면 군대 갔다와서라도?,5,부 전공 신청 분명 신청 역란 빈칸 방법 학 종지 전화 군대
2419,안녕하세요..! 저 정말 바보 같지만..들었던 수업이 너무 좋아서 다시 수강 하려고 하는데그런 경우는 학점 인정이 한번만 되는 건지 궁금합니다..!수고가 많으십니다.!,0,저 정말 바보 수업 다시 수강 경우 학점 인정이 한번 수고
2420,4학년 올라가는 학생입니다. 졸업이수학점까지 19학점 남았는데 한학기에 몇학점이상은 들어야하는게 정해져 있나요?,8,학년 학생 졸업 학점 학점 학기 학점 이상은
2421,안녕하세요 조교님!!ㅎㅎ교환학생 다녀와서 바로 계절신청 가능한가요..?2학기때 교환을 다녀올 생각인데 바로 겨울계절을 들을 수 있는지 확실히 모르겠어서요ㅠㅠ,1,조교 교환학생 바로 계절 신청 학기 때 교환 생각 바로 겨울 계절 수
2422,안녕하세요 조교님!교환 학생 선발이 된 후 최소할 경우 다시는 파견또는 교환 신청을 할 수 없는지 혹시 알 수 있을까요??감사합니다!??????,3,조교 교환 학생 선발 후 최소 경우 파견 교환 신청 수 혹시 알 수
2423,"안녕하세요 조교님????이제 2학년 되서 이중전공을 처음으로 듣는데 본전공이랑 수업이 다 겹쳐서요ㅠㅠ이중전공도 다른학년(3,4학년) 수업 맘대로 못듣나요?.?",2,조교 이제 학년 이중 전공 처음 전공 수업 겹 이중 전공 학년 학년 수업
2424,17이구요 핵교카테고리중에 자기가 이미 수업들은 영역에서 추가로 수강하면 자동으로 자선으로 넘어가는거 맞나요? 참고로 그 카테고리에서 저번에들은 수업은 재수강불가능한학점 나왔습니다!,0,이구 핵교 카테고리 자기 수업 영역 추가 수강 자동 자선 참고 그 카테고리 저번 수업 재수강 학점
2425,수강신청한 과목이 자선으로 표시되는데... 비고에 xx대 교류(제 본전공)라 적혀있는건 나중에 1전공 학점으로 인정된다는 거죠?? ㅜㅜ,2,수강신청 과목 자선 표시 비고 교류 제 전공 나중 전공 학점 인정 거
2426,조교님 없습니다.,3,조교
2427,전공심화에 관련한 글 같은건 어디있나요??수강편람에도 전공심화 선택시 필요한 학점 조건에 대해서만 나와있어서요 ㅜㅜ,0,심화 관련 글 어디 수강 편람 전공 심화 선택 시 학점 조건 대해 만
2428,이제 조교님 일 안 하시는건가요...?ㅜㅠㅜ 댓글이랑 다 옛날부터 없어서....,3,이제 조교 일 안 가요 댓글 옛날
2429,안녕하세요 조교님 ㅠㅠ 이제 4학년인데 부전공 이번에 신청못했어요그러면 여름방학때 열릴텐데 4학년도 부전공 신청이되나요???,5,조교 이제 학년 부 전공 이번 신청 여름방학 때 학년 부 전공 신청
2430,"조교님 늘 수고하십니다! 이번에 2학년이 되고 1학년때 교양외국어 수강을 하지 않았어서 이제 들으려고 하는데, 장바구니에 담고보니 1학년 과목이라고 되어있고 제한인원도 한 명이라고 돼있더라구요. 그럼 이건 2학년 수강신청날이 아닌 전학년 수강신청 날짜에 신청을 해야하나요??",0,조교 늘 수고 이번 학년 학년 때 교양 외국어 수강 이제 장바구니 학년 과목 인원 명 이건 학년 수강신청 날 학년 수강신청 날짜 신청
2431,체육 3과목까지 제한되는거 아직 유효한가요? 14학번까지만 인가요?,4,체육 과목 제한 학번
2432,조교님 도와주세요!이번이 수강신청할때 예전에 들은 과목을 재수강하려하는데 그 과목이 2학년 전공이고 저는 이제 4학년을 올라가게 되는 경우인데 과목을 장바구니에 넣으려면 학년제한으로 수강이 불가능하다는 팝업이 뜨네요...이거 재수강못하고 졸업해야하나요? 전공이라 1년 기다린건데....,4,조교 이번 수강신청 때 예전 과목 재수강 그 과목 학년 전공 저 이제 학년 경우 과목 장바구니 학년 제한 수강 팝업 거 재수강 못 졸업 전공
2433,요번에 바뀐 전공심화 75 하면  지금까지 들은 부전공은 자선으로 넘어가나요? 그럼 원래 부전공 들으려고 했던 과목들은 자선으로 채워도 되는거겠죠?,2,번 전공 심화 지금 부 전공 자선 원래 부 전공 과목 자선
2434,"계절학기글로벌,  이중/부 인정이라는 뜻은 이중전공 등으로 인정된다는 뜻 맞나요?!",2,계절 학기 글로벌 이중 부 인정 뜻 이중 전공 등 인정 뜻
2435,글캠학생이 설캠으로 이중전공하는데 이중을 한학기로 몰아서 하려고 합니다! 혹시 이경우에 글캠학생이 서울캠 기숙사 입사가 가능한가요?,2,글캠 학생 설캠 이중 전공 이중 학기 혹시 이경우 글캠 학생 서울 캠 기숙사 입사
2436,안녕하세요 수고많으십니다. 제가 16학번인데요 핵심인문기초에 듣고싶은 교양이있거든요 근데 그럼 교양학점으로 인정되나요 아니면 자선으로 인정되나요?,8,수고 제 학번 요 핵심 인문 기초 교양 교양 학점 인정 자선 인정
2437,원래 국장 받는 사람인데요.. 3-1학기때 교환이나 7+1 갔다오고나서도 3-2학기때 국장받을 수 있나요?,1,원래 국장 사람 요 학기 때 교환 학기 때 국장 수
2438,이중전공 변경할때 반영되는 성적이 5월12일 기준 종정시 성적이라는데 그때가 중간성적 입력 이후인데그러면 1학기 중간고사 성적까지만 반영되는건가?그게 가능?,0,이중 전공 변경 때 반영 성적 기준 종 정시 성적 데 그때 중간 성적 입력 이후 학기 중간고사 성적 반영 건가 그게 가능
2439,"제가 이중전공이 언론 정보인데요, 미디어커뮤니케이션 학부 1학년 수업을 들으면 전공 인정되나요??",2,제 이중 전공 언론 정보 요 미디어 커뮤니케이션 학부 학년 수업 전공 인정
2440,재수강할때 다른과 개설과목아로 들어도 되요?,4,재수 때 다른 개설 과목 로
2441,"수강편람 제일 마지막 페이지에 수강유의과목 입력되어 있는 엑셀파일을 보니까 국제금융학과 전공필수과목에 금융계량분석, 금융시장론, 재무관리, 투자론 이 4과목이 적혀있습니다.그 우측 비고란에는 2017지정이라고 적혀있는데 모든 학번의 국금 학생들이 위 4과목을 꼭 수강해야하는 것인지 궁금합니다.몇몇 다른 과 같은 경우에는 2009학번 이후 등 정확하게 표기되어 있는 곳도 있네요.왜 모든 과가 이렇게 정확하게 안써주는 것인지ㅜㅜ",4,수강 편람 제일 마지막 페이지 수강 유의 과목 입력 엑셀 파일 보 국제 금융 학과 필수 과목 금융 계량 분석 금융시장 론 재무관리 투자 론 이 과목 그 우측 비고 란 지정 모든 학번 국금 학생 위 과목 꼭 수강 것 몇몇 다른 과 경우 학번 이후 등 표기 곳도 왜 모든 과 것
2442,"안녕하세요 3학년 올라가는 학생입니다 이번 학기부터 언론정보를 부전공으로 듣게 되었는데 부전공 21학점 중에 몇학년 과목을 수강해야하는지, 또 필수적으로 들어야하는 수업이 있는지, 다른 미컴 학부 수업과 교류해서 들어야 하는것이 무엇인지 몰라 질문드립니다",4,학년 학생 이번 학기 언론 정보 부 전공 부 전공 학점 중 학년 과목 수강 또 필수 수업 다른 컴 학부 수업 교류 무엇 질문
2443,타전공생인데 경제 이중란에 있는 경제학원론 수강신청 가능한가요? 비고란에는 1전공생 수강 불가라고 써있어요,0,공생 경제 이중 란 경제학 원론 수강신청 비고 란 공생 수강 불가
2444,"제가 1전공은 영어학과이고, 이번에 부전공을 영미문문으로 바꿨는데요종정시에 그렇게 바껴있으면 가능한거죠?영어디ㅐ 소속학과끼리 부전공 불가능하진 않죠?",2,제 전공 영어 학과 이번 부 전공 영미 문 종 정시 바 어디 소속 학과 끼리 부 전공
2445,종합정보시스템에 보니까 7+1 신청이 이번주던데 비영어권도 지금 신청해야되나요? 과홈페이지에 보면 플렉스 성적으로 선발인데 지금은 신청만하고 선발은 나중에 되는건가요?,5,종합정보시스템 보 신청 이번 비 영어권 지금 신청 과 홈페이지 플렉스 성적 선발 지금 신청 선발 나중 가요
2446,조교님 군휴학 신청했는데 복학예정일이 한 학기 뒤로되어있어서 걱정되어 질문드립니다. 복학예정일 전 학기도 신청만 한다면 복학이 가능한가요?,9,조교 군 휴학 신청 복학 예정일 학기 뒤 걱정 질문 복학 예정일 전 학기 신청 복학
2447,통대에 교직 이수를 하고 있는데 전공심화를 한다고 가정하면전공 78+교양 32+교직 22+자선 18=150이렇게 되는 건가요??아니면 교직은 150에 포함되지 않고 172학점을 채워야하는 건가요??,0,통 교직 이수 심화 가정 전공 교양 교직 자선 건가 교직 포함 학점 건가
2448,훕커 F여서 재수강하려는데 2학년만 수강가능이라 장바구니에 안담기네요 재수강체크해도 안되고 졸업요건인데 못듣는건가요..?,6,훕커 여서 재수강 학년 수강 가능 장바구니 재수강 체크 해도 졸업 요건 가요
2449,타 전공자인데 정외과 수강신청 가능한가요? 비고란에는 아무것도 안써있긴해요!,0,타 전공자 정 외과 수강신청 비고 란 것 해
2450,부전공이랑 전공심화 어떻게 다른건가요?,2,부 전공 전공 심화 건가
2451,안녕하세요 조교님이중전공 지비티인데 국금 학점교류 과목을 이중전공생이 들어도되나요?  다시말해 이중전공 지비티 학생이 국금과목을 들을수있나요?,2,조교 이중 전공 비티 국금 학점교류 과목 중전 공생 이중 전공 비티 학생 국금 과목
2452,복학신청날이랑 수강신청날이랑 같은 날부터 시작인데 복학신청 안하면 수강신청 불가한가요ㅠㅠ이중전공 상경이라 빨리해야되는데ㅠ,5,복학 신청 날 수강신청 날 날 시작 복학 신청 수강신청 이중 전공 상경
2453,"조교님~ a과이중전공신청해논상태였는데이번에부전공으로 딴과인 b과 신청할랬는데 신청기간을놓쳤습니다ㅜㅜ 1학기때 b과 전공을 자선으로 들은 후추후 부전공변경및신청기간에 신청해도되나요?즉 선 전공수강, 후 부전공신청 가능한가요? ?",5,조교 과 중전 공신 청해 논 상태 이번 부 전공 과인 과 신청 랬 신청 기간 학기 때 과 전공 자선 후추 후 부전 변경 및 신청 기간 신청 즉 선 전공 수강 후 부전 신청
2454,동일계 학교 3학년까지 다니다 자퇴하고 경영학 학사 취득해서 학사편입했는데 공대인데 동일계 학교 성적이 전공인정이 안된다합니다..학사편입하면 동일계 수료경력이 있어도 무조건 전공인정이 0 인가요?,0,동일 학교 학년 자퇴 경영학 학사 취득 학사 편입 공대 동일 학교 성적 전공 인정이 학사 편입 동일 수료 경력 무조건 전공 인정이
2455,부전공도 전공필수 들어야 하나요??,2,부전 공도 전공 필수 하나요
2456,제가 군대를 다녀와서 수강편람을 정독한 뒤 수강편람요정2 가 되겠습니다!!,0,제 군대 수강 편람 정독 뒤 수강 편람 요정
2457,죽은 게시판입니다.,0,게시판
2458,"조교님 안녕하세요...!!다름이 아니라 이중전공 수강 신청 관련으로 여쭤보려고 합니다!!이중 전공 중 설캠에 있는 과들은 이중도 설캠에서 들을 수 있다고 알고 있습니다. 그런데 수강신청 공지를 보던 중 정외, 행정, 미컴 부전공자는 글캠에서만 과목들을 수강할 수 있다고 하는데 이중전공자도 해당되는건가요?? 아니면 그냥 부전공자만 해당되는건가요??",2,조교 이중 전공 수강 신청 관련 이중 전공 중 설캠 과 이중 설캠 수 알 수강신청 공지 중 정외 행정 컴 부전 공자 글캠 과목 수강 수 이중 전공자 해당 가요 그냥 부전 자만 해당 가요
2459,조교님 안녕하세요!교양 선택 과목을 재수강하려는데 분야만 똑같다면 들었던 과목 대신 다른 과목을 재수강을 해도 될까요? 아 그리고 수강편람에 저렇게하려면 종합정보시스템에서 학생이 신청하래는데 어떻게 하는 건가요?,4,조교 교양 선택 과목 재수강 분야 과목 대신 다른 과목 재수강 해도 요 수강 편람 종합정보시스템 학생 신청 건가
2460,조교님 안녕하세요이중전공 신청을 안했었는데이번에 부전공을 신청하고 이중전공으로 나중에 올리는것과지금 아무것도 신청 안하고있다가 나중에 이중전공을 신청하는것이 어떻게 다른가요?,5,조교 이중 전공 신청 이번 부 전공 신청 이중 전공 나중 지금 것 신청 나중 이중 전공 신청 가요
2461,에타조교님 안녕하세요!저는 다음 학기(2018-1)를 휴학하려 합니다.현재 국가장학금을 신청해놓은 상태인데요.휴학 신청 기간인 2/5-2/9에 휴학 신청을 하면 곧 받을 국가장학금이 다다음 학기(2018-2)로 넘어가나요??,9,에타 조교 저 다음 학기 를 휴학 현재 국가장학금 신청 상태 요 휴학 신청 기간 휴학 신청 곧 국가장학금 다다 음 학기 로
2462,안녕하세요 조교님! 이제 2학년 되는 17학번입니다.이번학기끝나고 이중전공을 A에서 B로 바꾸고 싶은데  B수업을 미리듣고 1학기끝나고 이중전공을 A에서 B로 바꿔도 1학기에 들었던 B 수업은 자선으로 안들어가고 이중전공학점으로 인정되나요?,2,조교 이제 학년 학번 이번 학기 이중 전공 로 수업 미리 학기 이중 전공 로 학기 수업 자선 이중 전공 학점 인정
2463,안녕하세요 조교님!! 저 이중 전공 취소하고 부전공 신청을 하려고 하는데요 언제 어디서 어떻게 하는지 알려주실 수 있나요ㅠㅠ? 늘 감사합니당??,2,조교 저 이중 전공 취소 부 전공 신청 언제 수 늘
2464,"안녕하세요 조교님!! 미디어커뮤니케이션 광고pr 이중전공 합격한 올해 2학년 되는 글캠생입니당! 전공필수가 화요일과 목요일에 있어요 ㅠㅠ 그리고 그 대상은 2학년이라고 되어있구요! 그러면 그 두개를 올해 안에 다 들어야 하는건가요..? 그리고 한 요일로 (예를들면 화요일로) 몰아 들으려고 한다면, 그 요일에 개설된 과목이 3학년이라고 되어 있어도 들어도 되는건가요? 근데 그러면 2학년인 저는 성적 받기 많이 힘들까요..?",0,조교 미디어 커뮤니케이션 광고 이중 전공 합격 올해 학년 글캠생 필수 화요일 목요일 그 대상 학년 그 개 올해 안 가요 요일 를 화요일 그 요일 개설 과목 학년 가요 학년 저 성적 요
2465,안녕하세요! 18년부터 2학년이 되는 학생입니다.이중전공을 신청해서 이미 붙어버렸는데전공심화로 바꾸고 싶습니다. 24일부터 열리는 부전공 신청기간에 전공심화를 신청해도 가능한가요?그리고 1전공이 언어 전공인데 전공심화를 신청하면 무조건 7+1을 다녀와야하거나 해외에 몇개월 살아야한다거나 하는 조건이 붙나요?,5,학년 학생 이중 전공 신청 전공 심화 부 전공 신청 기간 심화 신청 전공 언어 전공 심화 신청 무조건 해외 몇개 월 거나 조건
2466,2학점짜리 1학점으로 재수강 가능한가요?,8,학점 학점 재수강
2467,조교님 과학과 기술 교양을 재수강하려는데 훕스 커리어 강좌로 재수강이 가능하나요?,6,조교 과학 기술 교양 재수강 훕스 커리어 강좌 재수강
2468,"저.. 제가 이중전공 신청하고 군대를 갔다 오게 되는데, 혹시 변경이 가능하다고 들어서 가능한지요ㅠㅠ그리고 교직이수 신청하려는데, 군대 후에 2학년 1학기 듣고 신청해도 괜찮나요? 저희 과에 정원이 한명인데, 혹시 일찍 할수록 좋나용",5,저 제 이중 전공 신청 군대 혹시 변경 교직이수 신청 군대 후 학년 학기 신청 저희 과 정원 명 혹시 일찍
2469,융합전공연계기초 교과목을 들으면 이중전공이랑 전공 학점 모두 채워지는건가요?,2,융합 공연 기초 교과목 이중 전공 전공 학점 모두 건가
2470,얘들아 인간적으로 답변해줬으면 감사합니다나 고맙다 표시는 해라 지 궁금한거 해결됐다고 암말도 안하고 있는거 참 별로네 보다보니까ㅋㅋㅋㅋ 그건 기본 아니냐?,0,얘 인간 답변 표시 해 해결 말 안 별로 보 기본
2471,추가학기신청이요 그거 이수학점다채워도 추가학기로더들을수있나요? 아니면 학점제거가능한가요?,1,추가 학기 신청 그거 학점 추가 학기 로더 수 학점 제거
2472,재수강 제한이요재수강횟수 제한 생기기 이전에 재수강 한거는제한에 안들어가는거죠?,6,재수강 제한 재수강 횟수 제한 이전 재수강 거 제한
2473,졸업유예에도 제한 기간이 있나요?,7,졸업 유예 제한 기간
2474,비사범대 교직이수 중인데 교육봉사는 대외활동 등 자신이 알아서 교육기관을 찾아서 해야하는 건가요??학교랑 연결된 곳은 없는 건가요??ㅠㅠ교육봉사 때문에 교육봉사 대외활동을 지원하고 있는데 떨어지기만 해서 막막햇니 여쭤봅니다??????,0,비 사범대 교직이수 중 교육 봉사 대외 활동 등 자신 교육 기관 건가 학교 연결 곳 건가 교육 봉사 때문 교육 봉사 대외 활동 지원 막막 햇
2475,문화와예술 카테고리 교양과목을핵심인문기초 교양으로 재수강가능한가요?,6,문화 예술 카테고리 교양과목 핵심 인문 기초 교양 재수강
2476,이중으로 EU전공만 신청했는데문화콘텐츠전공으로 바꾸고싶습니다이번 1학기부터 문콘수업을 들을 수 있나요?나중에(5월) 이중변경했을때 1학기때들은 학점이 다 인정이되나요?,2,이중 전공 신청 문화 콘텐츠 전공 이번 학기 콘수 업 수 나중 이중 변경 때 학기 때 학점 인정이
2477,이번 학기 등록금 납부일이 언제인가요??,1,이번 학기 등록금 납부 일이 언제
2478,부전공하다 후기이중신청하면1전공 70 + 부전공?후기이중 42 + 교양 32최소 총 144학점 이수해야 졸업인가요?,2,부 전공 후기 중신 청하면 전공 부 전공 후기 이중 교양 최소 총 학점 이수 졸업
2479,이중전공이나 부전공생은 이중(부)전공 수강생이라고표기된 과목만 수강 가능한가요?,2,이중 전공 부전 공생 이중 부 전공 수강생 표기 과목 수강
2480,부전공신청할건데수강신청 할때 자기 학년거만 들어야하나요?,5,부전 신청 수강신청 때 자기 학년 거만
2481,저는 이번에 2학년 올라가는데이중전공 A를 신청해놓은 상태입니다.근데 A를 배정 받아도 합격을 포기하고부전공 신청 기간에 B를 신청하는것이 가능한가요?이렇게 되면 별다른 절차 없이 이중을 포기하고 부전공을 하게될 수 있는건가요?,5,저 이번 학년 데이 전공 를 신청 상태 를 배정 합격 포기 부 전공 신청 기간 를 신청 절차 이중 포기 부 전공 수 가요
2482,"조교님! 교양외국어 선택할 때 자신의 전공 언어에 해당하는 과목은 듣지 못하게 되어있잖아요. 근데 제가 이중전공을 영어대학으로 했다면 이번에 수강신청할 때 교양영어를 못하게 되는건가요, 아님 이중전공은 상관이 없는건가욥?",2,조교 교양 외국어 선택 때 자신 전공 언어 해당 과목 제 이중 전공 영어 대학 이번 수강신청 때 교양 영어 가요 이중 전공 상관 건가 욥
2483,7+1을 가게되면 해외대학에서 한 학기당 최대 12학점을 들을 수 있다고 나와있는데 그럼 나머지 8학점이 이월되어 한국에 왔을 때 여기서 들을 수 있는건가요??☆,8,가게 해외 대학 학기 최대 학점 수 나머지 학점 이월 한국 때 여기 수 가요
2484,이중전공 신청했는데 배정받아도 포기하고부전공하려고 하거든요그러면 이번 부전공신청기간에 하면되는건가요?참고로 2학년 올라갑니다,5,이중 전공 신청 배정 포기 부 전공 려고 이번 부전 신청 기간 가요 참고 학년
2485,특별교양짜리 재수강하려고하는데 특별교양말고 과학과기술 영역걸로 재수강 연결하면은 이 과목은어디 영역으로 인정되는건가요?,6,특별 교양 재수강 특별 교양 과학 기술 영역 걸 재수강 이 과목 어디 영역 인정 가요
2486,조교님 이중에서 부전으로 내리는 것도 이 기간에 하는 건가요?,3,조교 이중 부전 것 이 기간 건가
2487,안녕하세요 조교님재수강에 대해 여쭤보려고해요카테고리가 다른 교양을 들어도 재수강이 된다고 하는데 만약제가 국가와 사회 과목을 특별교양으로 재수강한다면  국가와 사회과목을 하나 이수한것으로 처리가 되는것인가요? 그리고 2017-2에 들은 과목을 2018년에 재수강으로 연결할수있나요?? 씨쁠뜬건 2017-1입니다감사합니다~,6,조교 재수강 대해 고해 카테고리 다른 교양 재수강 약제 국가 사회 과목 특별 교양 재수 국가 사회 과목 하나 것 처리 과목 재수강 씨쁠뜬건
2488,안녕하세요~! 조교님우수입학장학생에 그러니까 1학년때 두 학기 다 3.7이상이여서 선발되면 4년내내 등록금 일부 면제인건가요??? 이 우수입학장학생은 7+1 지원할때만 장학금받는거 아니죠?? 등록금면제도 해당되죠??,0,조교 우수 입학 장학생 학년 때 두 학기 이상 선발 등록금 일부 면제 건가 이 우수 입학 장학생 지원 때 장학금 등록금 제도 해당
2489,조교님 휴학 기간 이전에 군 입대를 앞두고 있습니다. 군 휴학 안되나요?,9,조교 휴학 기간 이전 군 입대 군 휴학
2490,"제가 수강신청,복학신청기간에 학종지에 갈 일이 있는데 2월에 평창에 내려갈수도 있습니다. 혹시 일찍 방문해서 말을 해두면 따로 처리를 해주시나요",0,제 수강신청 복학 신청 기간 학 종지 평창 혹시 일찍 방문 말 해 처리
2491,후기이중전공이랑 이중전공 중복 신청 가능한가요?현재 부전공인데 이걸 이중전공으로 올리고 싶어서 문의드립니다.,2,후기 이중 전공 이중 전공 중복 신청 현재 부 전공 걸 이중 전공 문의
2492,보험계리학과 이중 신청했는데 이거는 전필을 어디서 알 수 있나요? 시간표 짜려고 하는데 전필이 뭔지 모르겠어서요!!,5,보험 리학 이중 신청 거 필 알 수 시간표 필
2493,이중변경신청했는데 변경안되면 다음번에 다시 시도할 수 있는 거죠?? 다음 이중변경신청은 학기 중 몇월인가요??,5,이중 변경 신청 변경 다음 번 다시 시도 수 거 다음 이중 변경 신청 학기 중 월
2494,조교님 어디 가셨나요..?,3,조교 어디
2495,제 전공이 ㅇㅇ어교육과인데 이중전공을 ㅇㅇ어과를 할 수 있나요? 수강편람에 찾아보려고 했는데 이중이라고만 치니까 안 나와서요 ㅠㅠ 저 경우는 전공심화인가요?,2,제 전공 어교육과 이중 전공 어 수 수강 편람 이중 만 치 안 저 경우 심화
2496,1월 입대인데 현재 군휴학 결재 완료되어 처리된 상태인데 이 상태에서 등록금 내면 등록휴학되는게 맞나요? 학종지에서는 된다고 하는데 에타에선 휴학기간에 일반 휴학 후 등록금 내고 군휴학으로 전환해야한다고 들어서 질문합니다,9,입대 현재 군 휴학 결재 완료 처리 상태 이 상태 등록금 내면 등록 휴학 학 종지 에타 휴학 기간 일반 휴학 후 등록금 군 휴학 전환 질문
2497,이중변경하고싶은데 그럼 여름계절학기때도 변경된 이중은 못듣는거죠..?,5,이중 변경 여름 계절 학기 때 변경 이중
2498,2학기 교양 재수강하고 싶은데 1학기때 가능한가요..?,1,학기 교양 재수강 학기 때
2499,3학년 2학기 마친 후 24학점남기고 취업계되나요?,1,학년 학기 후 학점 취업
2500,조교님 (2)가 붙은 수업들은 다 2학기에만 개설되나요??1학기때는 재수강 못하죠?,1,조교 수업 학기 개설 학기 때 재수강
2501,2학년인데  30명짜리 1학년 수업을 듣는다고 하면  2학년들한테는 대략 to가 몇명이나 나나요?같은 수업이라고 하면 만약 그수업이 2학년에게 5자리 정도 난다고하면 3학년에게는 3자리 4학년들에겐 1자리 이렇게 되나요?즉 학년이 높을수록 저학년 수업의 to가 적게 부여되나요?,0,학년 명 학년 수업 학년 대략 명 나나 수업 만약 수업 학년 자리 정도 학년 자리 학년 자리 즉 학년 저학년 수업 부여
2502,이번에 베트남어로 부전공을 바꾸는데요1월 11일 부터 한국 외국어 연수 평가원에서 하는 베트남어 클래스를 듣습니다.이 수업을 이수한 것을 학점인정 받을 수 있을까요?,0,이번 베트남어 부 전공 부터 한국 외국어 연수 평가원 베트남어 클래스 이 수업 이수 것 학점 인정 수
