내용,댓글,댓글쓴이,대댓글여부,id
안녕하세요 조교님!질문이 있습니다~ 지금 3학년 2학기 수강중이고 현재까지 부전 24학점 들었습니다 이제와서 부전 변경이 가능할까요? 감사합니다! (교양 21학점 남았습니다),['가능합니다 7월 달에 학사공지에 부전공 신청 공지가 뜨면 그 때 종정시에서 변경 바랍니다 (단 8학기 이상 재학생은 신청기간에 상관없이 학종지에 방문 신청)'],['에타조교'],['parent'],127904895
안녕하세요 조교님제가 2학점짜리 교양을 패논패로 재수강했는데f예정이라 ㅜㅜㅜ이경우엔 학점처리가 그냥 없어지는건가요?학점처리가 어떻게 되는지 궁금합니다..그리고 재수강학점에서 그냥 2학점이 사라지는건가요?,['재수강을 하게되면 기존에 이수했던 학점은 학기 3/4이후에 삭제됩니다 즉 지금은 기존의 학점이 없어진 상태고 이번학기에 들은 학점이 등록되는거지요 근데 패논패 수업에서 패일이라면...그냥 재수강 가능학점을 2학점 날리셨다고 보면 됩니다'],['에타조교'],['parent'],127856582
안녕하세요 조교님!!항상 수고가 많으십니다.현재 14학번으로 학종지에 문의했을 때 교양필수는 모두 채웠다고 확인받았는데요!대학영어 문의가 많이 보여서 혹시나 해서 여쭤보고싶습니다. 저는 대학영어를 수강한 적이 없는데 교양필수를 모두 채웠다면 저와 상관없는 것 맞나요?,"['조교님 다시 정리해서 여쭈어보자면 14학번 이전의 실용외국어가 현재 교양(대학)외국어로 이름이 바뀐 것 맞나요? 저는 예전에 실용포르투갈어1,2를 들었었습니다!', '기존의 실외가 교양(대학)외국어로 바뀐 것이기 때문에 이미 실외 1,2를 들으셨다면 이수는 끝난 겁니다', '답변 정말 감사드립니다!!', '14학번은 교양필수에 글쓰기랑 세미나 실외 이거만있는거 맞죠?']","['익명(글쓴이)', '에타조교', '익명(글쓴이)', '익명2']","['parent', 'parent', 'child', 'parent']",127839509
"안녕하세요, 에타조교님.종합정보시스템 수강신청확인에서 재수강 칸에 아무련 표시가 없으면 초수강인거죠?수강신청할 당시 실수로 재수강 눌렀었는지 불안해서요.1학기 사진입니다.","['종합정보시스템에 뜬걸로는 확신하기 어렵습니다 수강신청 변경기간 때 신청목록을 다시 한 번 확인바랍니다', '감사해요 조교님. 그러면 그때도 재수강 칸에 아무런 표시가 없으면 초수강으로 보면 되는건가요?', '네 그렇습니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",127838426
조교님 안녕하세요! 항상 감사합니다!졸업심사에 관해 여쭈어볼 것이 있습니다.이번에 졸업심사 대상자라고 졸업요건을 확인하라는 메일을 받았는데 졸업심사는 따로 신청하는 건가요?아니면 요건을 채우면 자동적으로 심사가 되는 건가요?,"['3학년 2학기 이상 수료자는 자동으로 졸업사정대상자가 됩니다 단 이것은 졸업심사를 받을 자격을 갖췄다는 뜻이며 심사를 받기 위해선 학기 중 학과에서 공지하는 졸업시험, 논문 심사에 따로 신청해야 합니다', '감사합니다 조교님!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",127838007
안녕하세요. 조교님!수강편람에 이중전공 신청 시 우대 조건(34학점 이상 이수)는 나와있는데혹시 2학년 진급에 필요한 학점(진급학점)은 정해져 있나요?답변 미리 감사드립니다!,"['취득학점에 따른 학년별 수료기준이 존재합니다 몇 학점 이상을 취득해야 몇 학년까지 수료했다고 인정하는 식이죠 다만 이건 대외적으로 특정 학년 이상을 수료했다는걸 증명하는 기준입니다 학교 재학 중 학년 진급, 졸업에는 영향 없습니다']",['에타조교'],['parent'],127828341
조교님 안녕하세요!혹시 계절학기 등록시 결제가 신용카드로 가능한지요?,"['안타깝지만 우리학교의 등록금 납부는 정규, 계절학기 모두 현금결제만 가능합니다']",['에타조교'],['parent'],127713395
"조교님 안녕하세요! 고생 많으십니다.제가 계절학기를 들으려고 2과목 수강신청을 한 상태인데요 부득이하게 한 과목을 취소해야할 것 같은데, 2과목에 해당되는 등록금을 낸 뒤 환불 요청을 해야하는 건가요? 종정시에서 환불하면 된다고 들었는데 맞나요? 감사합니다.","['계절학기 등록금은 일부 교과목만 선택하여 납부할 수 없습니다 따라서 수강신청한 두 과목분의 등록금을 모두 납부한 뒤 한 과목분의 등록금을 환불받으셔야 합니다 수강과목 취소 및 환불기간에 종합정보시스템 > 계절학기 환불로 신청하면 되는데 신청 일자, 환불일자 등은 학교홈피 학사공지에 나와있는 계절학기 등록 및 환불 공지를 참고바랍니다']",['에타조교'],['parent'],127136100
"안녕하세요 조교님저는 현재 막학기 재학중이고 학점도 다 채우고 졸업시험까지 다 봤는데, 사정상 재학생 신분을 유예하고 싶습니다.  학점과 졸업시험까지 다 보면 자동으로 졸업이 되는건가요?ㅜ","['토익성적증명서(외국어인증) 안내셧으면 자동으로 유예돼여', '8학기까지 졸업학점을 모두 이수했지만 졸업시험 또는 외국어인증을 하지 않았다면 수료생(졸업대기) 처리됩니다']","['익명1', '에타조교']","['parent', 'parent']",127103540
조교님 안녕하세요! 항상 수고하십니다!저는 2학년 1학기까지 마친 뒤 휴학을 했고 이번 2학기 복학 예정입니다. 그러면 휴학을 했던 올해 1학기의 학점을 이월받을 수 있을까요?,['학점이월은 동일년도 내에서만 가능합니다 2020년 1학기 > 2020년 2학기 이런식으로만 됩니다'],['에타조교'],['parent'],126999375
"안녕하세요, 조교님! 언제나 고생 많으십니다.현재 4-1 학생입니다만, 필수교양 등의 졸업 요건을 다 채웠는지 알아볼 수 있는 방법이 있을까요? 하나하나 대조해보기는 했는데, 그래도 혹시나 불안해서… 시스템적으로 확실하게 알 수 있는 곳이 있다면 여쭙고 싶습니다ㅠㅠ","['학종지가서 문의하면 알려주십니다', '시스템적으로는 확인할 수가 없는데 일일이 확인했는데도 불안하시다면 윗분 말씀대로 학종지에 문의 시 체크해줍니다']","['익명1', '에타조교']","['parent', 'parent']",126938838
"안녕하세요 조교님, 2학기 군복학 예정인 복학생입니다! 이번 2학기 복학신청 기간은 08월 03일부터 07일까지로 알고 있어서 그때 신청을 할텐데 1. 등록금 납부기간은 안나와있던데 어떻게 되나요? 2. 수강신청을 먼저 하고 복학신청을 하면 되는건가요? 항상 감사합니다🤗","['수강신청 하시고 복학신청 하시면 됩니다🙂 등록금 납부기간은 수강신청 기간 끝나고 몇주 뒤 쯤 일정이 잡힐거에요', '1. 8월 중순 쯤에 학교홈피 공지사항을 통해 재학생 등록기간이 안내됩니다 또는 개강 후 추가등록기간에 납부해도 됩니다 2. 네 수강신청을 먼저 하셔도 됩니다 수강신청은 휴복학 여부와 상관없이 할 수 있습니다']","['익명1', '에타조교']","['parent', 'parent']",126545718
안녕하세요 조교님. 졸업유예를 앞둔 4학년 학생입니다. 졸업유예 기간에 진취센터 이용이 가능할까요??상담이나 자소서 첨삭 프로그램도 함께요.,['그건 프로그램마다 차이가 있습니다 재학생만 되는 경우도 있고 제한 없이 해주는 프로그램도 있죠 진로취업센터 공지에 나와있는 프로그램들의 신청 자격을 참고바랍니다'],['에타조교'],['parent'],126541284
조교님 안녕하세요!후기이중에 대해 질문드립니다7학기 때 경영 후기이중 신청을 하고자 하는데이중전공변경도 같이 신청 가능한가요??,['네 중복해서 신청 가능합니다 둘 다 되면 하나는 포기하시면 됩니다'],['에타조교'],['parent'],126533334
안녕하세요 조교님 전과관련 질문이 있습니다. 제가 1학년인데 1학기를 마친 후 휴학을 하고자 합니다. 이 경우 복학 후 전과가 가능한지 궁금합니다.수고하십시오.,['전과는 1학년 2학기 수료생이 대상이기 때문에 1학년 1학기 > 휴학 > 1학년 2학기 수료를 한 경우에도 신청할 수 있습니다'],['에타조교'],['parent'],126527419
안녕하세요 조교님.제가 군 복무 당시 학점인정이 가능한 교육 두 과목을 이수했습니다. 국가평생교육원 학점은행 사이트 상에서도 확인 및 증명서 출력이 가능한 교육들입니다.(첨부된 사진에서 세부내용 확인 가능하십니다)현재 전역 후에 해당 증명서로 학점 인정을 받길 희망하는데 어느 곳에 의뢰 및 제출을 해야하는지 정확하게 파악이 되질 않아 조교님의 도움을 요청합니다! 항상 감사합니다.,['학종지 홈피 > 게시판 > 자료실에 보시면 휴학(군복무) 중 학점인정 신청서가 있을 겁니다 거기에 인정받고자 하는 학점 및 해당 학과의 학과장 도장(서명)을 받으신 후 학종지 소속 단과대 담당자에게 제출하시길 바랍니다'],['에타조교'],['parent'],126327715
조교님 안녕하세요!졸업시험 합격 후 휴학에 대해서 질문 드립니다.저는 미디어커뮤니케이션학부 이중전공생입니다. 이번 학기가 4학년 1학기라 졸업시험에 응시 후 합격을 하였습니다. 그러나 예상치도 못하게 1년 휴학을 하게 되어 질문을 드립니다...1년 휴학 후 복학을 하게 된다고 해도 졸업시험 합격은 그대로 유효한 건가요? 그게 아니라면 유효 기간이 따로 있는건지 궁금해 질문 드립니다. 학부 홈페이지에는 관련 내용은 없었는데... 제가 놓치고 있는 부분이 있을까 하여 질문 드립니다. 항상 고생 많으십니다!,['학생이 제적이 되어 학적을 상실하지 않는 한 졸업시험 통과자격은 계속 유지됩니다'],['에타조교'],['parent'],126305441
안녕하세요 조교님.혹시 이번 학기 국외교류로 파견을 다녀왔는데 이번 학기 성적으로 다음학기 성적장학금 지급 대상자로 선정될 수 있나요?,['성적장학생은 해당 학기에 본교에서 취득한 성적으로 선발합니다 따라서 국내외학점교류를 한 학생들은 해당 학기엔 선발 대상이 아닙니다'],['에타조교'],['parent'],126220403
안녕하세요 조교님!제가 수강해야 할 학점이 대략 1-2학점 남아있는데요 막학기에는 재수강과 남아있는 학점을 들을 예정입니다. 막학기에는 더 들어야 할 학점이 1학점 이상만 남아있어도 수강이 가능한거죠?,['네 졸업에 필요한 학점이 1학점 이상 남아있다면 수강 가능합니다'],['에타조교'],['parent'],126198850
"조교님 안녕하세요. 제가 들어야 할 학점이 2학점 남았는데요(이중1학점, 자선1 학점) 이럴 경우에는 2학점짜리 이중을 들으면 충족되나요?",['네 그렇게 들으셔도 됩니다 자선학점이 부족해도 다른 학점으로 초과해서 채웠다면 졸업됩니다'],['에타조교'],['parent'],126191693
안녕하세요 조교님 제가 추가학기까지 해서 휴학 없이 9학기를 다니고 있는데 이번 학기가 끝나면 3학기만 수료 상태로 지낼 수 있는건가요? 그럼 22년 2월까지 졸업해야 하는거죠?,['네 학교의 재학연한은 이수학기 + 수료학기를 합해서 총 12학기입니다 따라서 9학기로 수료를 했다면 남은 3학기 내로 졸업을 해야합니다'],['에타조교'],['parent'],126191370
"안녕하세요 조교님!혹시 이번년도 2학기에 휴학을 하고 겨울 계절학기를 들을 수 있나요? 만약 가능하다면, 제가 들어야 할 학점이 2-3학점 남아있는데 겨울 계절을 들을 수 있나요? (내년 1학기 복학한다는 가정하에)항상 감사합니다!","['1. 휴학 중 계절학기 이수이므로 내년 1학기 복학한다면 가능합니다 2. 7학기 생이 아니라면 잔여학점 여부는 상관 없습니다', '휴학하기 전 학기가 7학기째이면 잔여 학점이 상관있나요?']","['에타조교', '익명(글쓴이)']","['parent', 'child']",126186200
조교님 안녕하세요!저는 현재 경제를 이중전공으로 하고 있는 글캠 학생입니다경제과목 경영과목 학점교류가 된다는 것을 알게돼서 경영 수업을 들어보려고 합니다.글캠 국제금융학과에서 경영수업을 들어도 학점교류가 인정되나요? 아니면 무조건 서울캠 경영학수업을 들어야 하나요?더운 여름 잘 지내세요 감사합니다!!,['윗분 말씀대로 과사무실에 문의하시는 게 가장 좋습니다 또는 수강편람 > 마지막 페이지의 수강유의교과목 현황 > 전공교류과목 현황에서 서로 교류가 되는지 확인바랍니다'],['에타조교'],['parent'],126138430
조교님 안녕하세요!재수강 관련해서 궁금한게 생겼는데요 막학기 직후 재수강 목적으로 계절학기를 등록할 수 있나요?,"['삭제된 댓글입니다.', '감사합니다!!', '대신 답해주셔서 감사합니다^^ 막학기 직후 바로 그 다음 계절까지는 막학기에 산입이 되니 그걸로 들으시면 됩니다']","['(삭제)', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",126124566
조교님 안녕하세요 :) 지난학기에 다녀온 교환학생 학점인정신청서를 코로나때문에 서울에 올라가지를 않아서 아직 못냈어요 언제까지 내면 될까요? 이번학기안에만 내면 되나요?,['본래대로라면 파견 직후 바로 그 다음학기까지 처리해야하는데 코로나로 인해서 학교 지침이 어떨지 잘 모르겠네요 지금쯤이면 2회차 국외교류학점 인정 절차가 진행중일텐데 우선 국제교류팀에 문의하시길 바랍니다'],['에타조교'],['parent'],125918145
조교님 안녕하세요:)수고가 많으십니다.혹시 교환학생을 다녀온 뒤 교양학점으로 인정 받으려면 외국 대학에서 c+이상위 학점을 취득하면 되나요? 이 기준은 어디에서 확인할 수 있나요?감사합니다.,['학교홈피 > 미네르바 교양대학 홈피 > 상단 메뉴의 커뮤니티 > 공지에 있는 국내외교류 교양학점 인정방침을 확인바랍니다'],['에타조교'],['parent'],125887337
조교님 안녕하세요기말고사를 앞둔 시점에서 입원하게되면학점처리는 어떻게 되는 건가요?,['출석의 경우 유고결석규정에 따라 학종지에서 유고결석계를 발급받을 수 있습니다 (입원확인서 등 증빙서류 제출) 그러나 시험의 경우 담당교수의 재량이라 이건 교수님들께 문의하셔서 따로 상담을 받으셔야 합니다'],['에타조교'],['parent'],125608148
교양영어 계절학기창조반인데 계절학기 수강신청으로 평화반 수업 잡는거 성공했는데 학교측에서 전화와서 드랍해라고 하는데 안하면 어케되나요?,"['자선 되는거죠.. 전 결국 드랍함', '매학기마다 외국어교육센터의 처리 방식이 다르긴 한데 보통은 강제로 드랍시킵니다']","['익명1', '에타조교']","['parent', 'parent']",125565591
안녕하세요편입을 생각하고 있는 휴학생입니다2학년 2학기를 7+1을 통해 해외에서 보내서총 취득학점이 65학점으로 2학년 수료기준인 70학점에는 조금 모자랍니다 ㅠㅠ모자란 학점을 계절학기를 통해 채워도 괜찮은가요?,['네 칠플일 직후 바로 그 다음 계절로 6학점을 채우셔도 됩니다 해당 계절학점은 칠플일 학기로 산입됩니다'],['에타조교'],['parent'],125554469
"안녕하세요.방송영상뉴미디어 이중전공 중인 글로벌캠 학생입니다.궁금한점이 있는데요.미컴 학부 내 학점교류가 인정된다고 하여 제가 광고pr브랜딩 학과 이중전공 수업을 글로벌캠퍼스에서 수강했는데, 학점 교류 인정을 받기 위해서는 어디로 찾아가야하나요? 글로벌캠퍼스 내로 찾아가면 되는것인가요? 그리고 학점 교류 신청 기한이 따로 존재하는 것인가요?","['학종지', '1. 서울캠 학종지 사회과학대학 담당자에게 가셔서 이수구분정정신청을 하시길 바랍니다 2. 기한은 따로 없습니다']","['익명1', '에타조교']","['parent', 'parent']",125524509
안녕하세요22년 3월 27일에 전역한다면학기 1/4 기간이기 때문에복학 신청 기간에 전역예정증명서(대충 이런 이름의 서류) 내고 등록금 납부 기간에 등록금 납부하면 22-1학기 복학가능한가요..?,['네 가능합니다 2월 달에 있을 휴복학 신청기간에 미리 하셔도 되고 3월 개강 이후 학종지에 방문하셔서 복학 신청을 한 후 추가등록기간에 등록하셔도 됩니다'],['에타조교'],['parent'],125462966
조교님 안녕하세요 계절학기변경기간에도 똑같이 수강신청가능한건가요?? 처음 계절수강신청기간 6/3~6/5일에 신청안했어도?,"['ㄴㄴ', '이미 기간은 지났겠지만 답변드리겠습니다 변경기간엔 추가 및 삭제 모두 가능하며 이후에 있을 취소기간엔 드랍만 가능하고 신규로 신청할 수는 없습니다']","['익명1', '에타조교']","['parent', 'parent']",125349524
조교님 2학기 휴학신청기간이 언제부터 언제까지인지 궁금합니다!,['학교홈피 > 학사일정을 확인바랍니다 보통 8월 첫째주가 휴복학 신청기간입니다'],['에타조교'],['parent'],125330051
"조교님 안녕하세요! 현장실습 관련 질문입니다. 1. 현장실습을 방학 중 단기 현장실습과 학기 중 장기 현장실습 각 1회씩 총 2회를 할 수 있나요?2. 다음 학기면 4-2로 총 9학점이 남는데, 학기 중 장기현장실습을 하게 될 경우 이 9학점을 현장실습으로 인정 받아 졸업할 수 있을까요? (막학기 학생도 지원 가능한 현장실습이란 전제하에)3. 막학기 학생은 지원할 수 없는 현장실습일 때, 9학점 중 3학점을 학과에서 학점인정해주지 않을 경우, 5-1에 3학점을 이수한다는 조건으로 현장실습을 자원할 수 있나요?질문이 많아 죄송합니다.답변해주시면 감사하겠습니다.건강 유의하세요!","['3. 아, 혹시 5-1 말고도 겨울계절학기로 들을 수 있을까요?', '1. 국내외교류학점의 허용범위인 최대 35학점 이내에서 가능합니다 2. 8학기생부턴 학기인정이 되는 장기현장실습이 제한됩니다 코트라 등 일부 프로그램은 추가학기 이수를 전제로 허용되긴 하지만 어쨌든 현장실습 직후에도 다음 학기를 본교에서 다니는 건 변함이 없죠 즉 현장실습을 마지막으로 졸업할 수는 없습니다 3. 앞에서 언급한 일부 프로그램은 현장실습 직후에도 졸업필수학점이 남는 경우(반드시 추가학기 이수가 필요한 경우)에 한해서 허용이 됩니다 즉 학생이 현장실습을 마친 직후에도 졸업에 필요한 학점이 남아있으면 가능합니다', '4. 방학 중 학점인정은 계절, 인턴, 기타 학점인정 프로그램을 포함해 최대 6학점만 허용됩니다 따라서 겨울방학에 나머지 9학점을 채우는 건 불가능합니다']","['익명(글쓴이)', '에타조교', '에타조교']","['parent', 'parent', 'parent']",125300453
"조교님 안녕하세요.중외통 본전공인데, 학부 홈페이지에 전공심화를 하게 되면 '중국 정치학사 / 중국 경제학사'가 나온다고 하더라고요.만약 중국 경제학사릉 취득하게 되면 이게 상경학사랑 같은 건지 알 수 있을까요?","['교육부 전공분류집 확인화면 됨 그거,, 근데 아마 사회학(?)사일것 같은데', ""고등교육법상 학사 학위는 해당 대학의 학칙에 따라 그 이름을 정하게끔 되어 있습니다 따라서 학위명은 학교에 따라 조금씩 차이가 있으며 취업시장에서 요구되는 '상경학사'라는 개념은 일반적으로 경영학사, 경제학사 등 상경계열 학과의 학위들을 포괄합니다 중외통이라면 아마 세부전공에 따라 학위가 달라질텐데 이건 학교 학칙에 안내되어 있는 학위수여규정을 참고하셔야 할 듯 합니다 (학교홈피> 상단 메뉴 좌측의 학교정보 > 학교소개 > 현황 > 전자규정집 > 제2편 학칙 > 학위수여규정 > 중외통 학위 확인)""]","['익명1', '에타조교']","['parent', 'parent']",125170373
조교님 안녕하세요!제가 저번달에 국제금융학과로이중전공변경신청을 하고이번학기에 국금 과목을 자선으로 듣고나서이수구분변경신청을 하려고 합니다.계절학기도 마찬가지로 국제금융 과목을 들으려고 하는데서울캠퍼스의 국제통상학과 과목인principles of economies도국제금융학과 학점으로 이수구분변경신청이 가능한가요?,['계절학기 중 캠간 전공이수는 학과에 따라 인정 여부가 다릅니다 이건 국제금융학과에 문의하셔서 설캠 수업도 인정이 되는지 확인해야 합니다'],['에타조교'],['parent'],125108960
"조교님 안녕하세요전 수료생이고 졸업시험을 통과못한채 재학연한초과로 제적돼서 다음학기 재입학을 해야하는 상황입니다.1. 재입학 후 학번은 20학번으로 받는거지요? 그렇다면 저는 20학번 졸업요건에 맞게 다시 충족해야하나요? 예를 들면 학칙변경돼서 학점을 다시 채워야한다던지요...2. 제 제적,재입학 기록이 남나요? 향후 취업에 불이익이 생길까요?","['1. 재입학은 현재 제적 상태인 학생의 신분을 재학생으로 바꿀 뿐입니다 즉 기존의 학번, 학점, 평점 등은 그대로 유지됩니다 2. 그건 증명서마다 다릅니다 성적증명서의 경우 단순히 학기만 표기되지만 학적부는 휴학, 재입학 기록 등이 다 표시되죠 다만 취업을 할 땐 일반적으로 성적증명서, 졸업(예정)증명서 등을 요구하기 때문에 문제는 없을 듯 합니다']",['에타조교'],['parent'],124986425
안녕하세요 조교님1.제가 지금 통대 재학중인데 서울캠퍼스에 있는 같은 언어학과로 전과 신청하고 싶어요 근데 이중전공은 같은 언어학과를 신청 못하잖아요 그러면 이중+전과 같이 신청 못하나요?2.혹시 외국인 학생도 한국학생과 전과나 이중전공을 같이 신청하나요? 따로 뽑지 않아요?만약에 따로 신청하면 혹시 순수외국인전형을 통해 합격한 학생만 해당하나요? 수시전형으로 붙은 외국인 학생은요?답변 부탁드립니다. 감사합니다.,['1. 네 본래는 전과와 이중전공은 중복신청이 가능하지만 이 경우엔 전과만 신청이 가능합니다 2. 그건 티오내에서 학과 측이 자율적으로 정할 수는 있는데 일반적으로 외국인 학생을 위한 별도의 티오를 두거나 시험을 치르는 경우는 많지 않습니다 이건 학과 측에 문의해보시길 바랍니다'],['에타조교'],['parent'],124911801
"안녕하세여 조교님!해외교류학점을 자비연수로 할 경우, 6학점을 획득할 수 있다는 조건 하에 얻은 학점을 3.3 으로 나누어서 자선.교양 파트에 넣을 수 있을까요? 아니면 한 파트에만 6학점이 들어가나요?","['네 3,3으로 나눠서 인정받을 수 있습니다 자선학점은 학생의 소속학과, 교양학점은 교양대학에 문의하셔서 승인을 받으시길 바랍니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124907127
안녕하세요 조교님! 계절학기 학점이 코트라나 이중전공 그리고 교환학생 학점 제출할 때 포함되나요?,"['질문글만 봐서는 학생이 정확하게 어떤 상황인지 알 수가 없어서 답변이 제한되네요 현재 학생의 정확한 상황을 말씀해주시길 바랍니다', '제가 이번 계절학기를 수강하고 군휴학을 한 후 복학해서 이중잔공이나 교환 학생을 지원할 때 이번에 수강한 계절학기 성적이 들어가는지 궁금합니다!', '네 들어갑니다 그 때는 계절성적까지 다 반영된 직후거든요', '네 감사합니다!']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",124906392
안녕하세요 조교님! 제가 계절학기를 들으면 졸업이수학점을 다 채우게되는데 혹시 졸업유예하려면 따로 신청해야하나요?,"['8학기까지 졸업학점을 다 채운 상태에서 학생이 졸업시험, 인증을 하지 않았다면 자동으로 수료생(졸업대기) 처리됩니다 이 경우엔 추가학기 이수 및 수강이 불가능하므로 추가학기나 재수강 등을 희망한다면 학점을 1학점 이상 남겨둬야 합니다 그래야 수료생이 아닌 재학생 신분이 유지됩니다', '추가학기 등록금 외엔 별도의 비용은 없습니다']","['에타조교', '에타조교']","['parent', 'child']",124903389
"제가 알기론 1학기에 18학점을 들으면 2학기에 22학점을 들을수 있는걸로 아는데요, 제가 군대를 가는데 지금 18학점 듣고있는데 복학후에 22학점 들어도 되나요?",['학점이월은 동일연도 내에서만 가능합니다 즉 2020년 1학기 -> 2020년 2학기 이런 식으로만 됩니다'],['에타조교'],['parent'],124891356
안녕하세요 조교님!계절 초수강 전공과목 수강신청을 했는데 실수로 재수강에 체크하고 신청해버렸습니다ㅠ 재수강 연결기간에 따로 연결하지 않으면 초수강처리되는거 맞나요?,['네 재수강 연결을 하지 않으면 그 이후에 자동으로 초수강 처리됩니다'],['에타조교'],['parent'],124858745
안녕하세요 조교님!혹시 귀국 보고서 제출 후 수정이 가능할까요? 수확기간을 잘못 기입했는데 불리한 사항이 있을까 해서요ㅠㅠ,['이미 제출을 완료하셨다면 국교팀에 문의하셔서 해당 사항을 알려주시면 됩니다 따로 불이익 받는건 없습니다'],['에타조교'],['parent'],124814906
안녕하세요 조교님! 제가 영어통번역학과에서 타과로 전과를 하게 되었는데 이 경우에 교양 영어를 들어야 하나요?? (물론 1학년 때 영어 대체인 언어 교양을 들었습니다.),"['1학년 때 다른언어로 교양외국어 1,2를 이미 들으셨다면 또 들을 필요는 없습니다 단 아직 이수를 하지 않았다면 조금 복잡한데 이건 학생의 교양외국어 이수 상황을 알아야 답변할 수 있을 듯 합니다', '답변 감사합니다! 이수 상황은 어떻게 판단하나요?', '1학년 때 교양외국어를 어떤언어로 들었는지, 그게 1인지 2인지에 대한 겁니다..', '중국어를 들었고, 1과 2 다 들었습니다', '그럼 학생은 이미 교양외국어 이수가 완료된겁니다 추가적으로 들으실 필요없습니다', '친절한 답변 감사합니다! 건강 조심하세요~']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child', 'child', 'child']",124781504
"조교님 안녕하세요! 저는 조기졸업을 신청하려고 준비 중입니다. 조기졸업이 1. 학기당 18학점 이상 2. 학기당 평점 3.75 이상 3. 총 평점 4.00 이상 이어야 한다고 알고 있는데요.제 상황은 2-1학기 19학점을 듣는 중인데, 그 중 3학점짜리 강의 하나가 C+ 밑으로 나올 것 같은 상황입니다ㅠㅠ 이럴 경우 계절학기 3학점을 들어서 2-1학기을 22학점으로 만든 후, 2-2학기 때 C+ 밑으로 받은 3학점짜리 강의를 재수강 하게 되면,2-1학기 19(정규학기)+3(계절학기)-3(재수강)=19학점2-2학기 18(초수강)+3(재수강)=21학점으로 되는 건가요? 읽어주셔서 감사합니다!","['그리고 만약 이것이 가능한 경우, 조기졸업을 심사?할 때(2-2학기를 마친 후) 2-1학기 평점 계산에서 C+는 빠지는 건가요?', '1. 네 그렇게 됩니다 2. 조기졸업은 3-1에 지원할 수 있는데 그 때는 이미 2-2까지의 성적입력이 완료되었기 때문에 재수강한 성적이 반영됩니다 즉 기존의 C+은 빠집니다', '감사합니다!!']","['익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'child']",124771552
안녕하세요 조교님!제가 지금 전공 + 이중전공을 하고 있는데요.이번년에 전공을 지역학사로 신청했습니다.그러면 이게 전공 심화+ 이중전공이 되어버리는 건지 궁금합니다. 만약 그런 경우라면 지금 이중전공을 부전공으로 내려야 하나요?,"['그건 단과대 또는 전공에 따라서 조금씩 다른 거라 정확한 답변이 어려울 것 같습니다 설캠생인 경우 편람 70~71쪽, 글캠생인 경우 편람 57쪽을 참고바랍니다', '감사합니다:)']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124741910
"조교님 안녕하세요! 계절까지 활용해 재수강 할 생각이었는데현재 7학기생, 졸업이수까지 남은 학점이 6학점이라 수강신청 대상자가 아니라고 뜹니다ㅎㅎㅠ 남은 학점 상관없이 재수강으로만 신청할 건데 이 경우 따로 방법이 있나요?감사합니다",['안타깝지만 재수강 여부와 상관없이 남은학점이 6학점 이하인 7학기생은 계절학기를 이수할 수 없습니다'],['에타조교'],['parent'],124719248
수고많으십니당!!혹시 서울캠 경영생이글캠 재무관리 들어도전공학점으로 인정 되나용??,"['안녕하세요 에타조교님은 아닌데 제가 어제 경영대학 사무실에 전화해봤는데 안 된다고 하시더라고요ㅠㅠ', '아이고 감사합니다ㅜㅜ', '대신 답해주셔서 감사합니다^^']","['익명1', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",124715598
조교님 안녕하세요!저는 후기이중전공을 신청한 7학기 재학생입니다.7학기 수료시(여름계절학기 포함) 본전공 50 부전공 39 교양 32 자선 5 총 126학점을 수강하게 됩니다.졸업이수학점인 134학점까지 총 8학점 남은 상황에서 9학기때 본전공 전공필수 2학점 수업을 수강할 예정입니다.따라서 8학기때 부전공 6학점만 수강이 가능한가요? 혹은 8학기때에도 수강 최소학점이 있나요??항상 감사합니다!!,"['*8학기때 혹시 5학점(부전공 3, 교양 2)도 가능한지 궁금합니다!', '1. 후기이중은 8학기까지 졸업에 필요한 모든 학점을 충족해야 최종승인됩니다 따라서 졸업필수과목도 8학기 수료 전까지는 다 이수해야합니다 2. 학점이수의 경우 4학년부턴 1학점 이상만 들어도 됩니다', '조교님 그렇다면 만일 8학기까지 수료시 본전공 52 부전공 48 교양 32 자선 2 총 134학점으로 이수예정이라고 한다면 후기이중전공 조건을 충족하게 된다고 이해했는데 맞는건가요??', '총졸업학점 및 영역별 이수학점, 필수과목을 다 듣게되면 승인됩니다 기타 영어인증, 졸업시험 등은 상관없습니다', '넵 감사합니다!!']","['익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'child', 'child', 'child']",124714019
